symbol,tf,side,lots,entry_time,entry_price,exit_time,exit_price,stop_price,target_price,exit_reason,bars_held,gross_ccy,spread_ccy,slippage_ccy,swap_ccy,net_ccy,net_acct,r_multiple,mae_r,mfe_r,tag
XAUUSD.a,1d,-1,0.01,2021-02-05,1793.2572698366876,2021-03-18,1744.7447808238055,1858.7529671594607,,signal,29,48.51248901288204,-0.05,-1.1495616476114667,0.0,48.51248901288204,62.231401466079205,0.7406973434270779,0.9483482534312291,1.7780903875680227,breakout_dn
XAUUSD.a,1d,1,0.01,2021-04-16,1764.2069058574634,2021-06-17,1810.4580866559563,1714.739821491328,,signal,44,46.251180798492896,-0.05,-1.1438266880874959,0.0,46.251180798492896,60.78403595496563,0.9349890213088025,0.16550209017510048,3.07948398605886,breakout_up
XAUUSD.a,1d,-1,0.01,2021-06-18,1771.8071661805309,2021-07-07,1796.7860512418665,1830.2727156787814,,signal,13,-24.97888506133563,-0.05,-0.9121024837333324,0.0,-24.97888506133563,-33.33051127034631,-0.4272410894228074,0.7382609791559507,0.3630713533474296,breakout_dn
XAUUSD.a,1d,-1,0.02,2021-08-09,1762.3497707790902,2021-08-23,1806.2313683936652,1805.5009350335565,,stop,10,-87.76319522914991,-0.1,-1.360866720217519,0.0,-87.76319522914991,-123.27503438420901,-1.0169273152353726,1.0194447816400818,1.859967677947026,breakout_dn
XAUUSD.a,1d,1,0.02,2021-09-06,1828.654851026718,2021-09-08,1785.8333713225813,1786.4560215025458,,stop,2,-85.64295940827333,-0.1,-1.2453003599287835,0.0,-85.64295940827333,-115.96094970993612,-1.0147551528557872,1.0970648131413132,0.03637894677630073,breakout_up
XAUUSD.a,1d,-1,0.01,2021-09-17,1752.4862687442567,2021-10-14,1792.9372018609236,1798.0618387173186,,signal,19,-40.450933116666874,-0.05,-0.8944037218472178,0.0,-40.450933116666874,-54.81750476564787,-0.8875573720871951,0.9587094858400942,0.6770352792624345,breakout_dn
XAUUSD.a,1d,1,0.01,2021-11-08,1817.9166780439878,2021-11-23,1803.698636128209,1771.8985175641915,,signal,11,-14.218041915778713,-0.05,-0.9827277435819113,0.0,-14.218041915778713,-19.68058512233364,-0.30896589015158427,0.3415320795121294,1.2860862176791243,breakout_up
XAUUSD.a,1d,1,0.02,2022-01-03,1828.8467047908773,2022-01-06,1790.4930824352612,1791.0994840162873,,stop,3,-76.7072447112323,-0.1,-1.2128031620522624,0.0,-76.7072447112323,-106.24713590763093,-1.0160648007610233,1.126088329647074,0.07664922475750464,breakout_up
XAUUSD.a,1d,1,0.02,2022-01-20,1839.1604814268999,2022-01-27,1801.7689489275986,1802.3712309327843,,stop,5,-74.78306499860264,-0.1,-1.2045640103713573,0.0,-74.78306499860264,-105.07371578514393,-1.0163711409473293,1.2878892826174435,0.39847287933862235,breakout_up
XAUUSD.a,1d,1,0.02,2022-02-14,1859.088806022107,2022-04-26,1896.2162824478091,1818.5785822299615,,signal,50,74.25495285140414,-0.1,-2.2148702087634167,0.0,74.25495285140414,103.3845968637282,0.9164964532459741,0.3601265225529477,5.217971519053346,breakout_up
XAUUSD.a,1d,-1,0.01,2022-04-28,1884.98326700857,2022-05-25,1866.1129817535348,1940.9166298463924,,signal,19,18.870285255035242,-0.05,-1.1059635070695226,0.0,18.870285255035242,26.5509416578051,0.3373708337499612,0.6233620011821074,1.754646279594066,breakout_dn
XAUUSD.a,1d,-1,0.01,2022-07-06,1763.9271000137123,2022-07-29,1756.1993618677025,1813.7284600617472,,signal,17,7.7277381460098695,-0.06,-0.9387237354050909,0.0,7.7277381460098695,11.059058268113786,0.15517122702183708,0.17796501898219444,1.6683700994023543,breakout_dn
XAUUSD.a,1d,1,0.01,2022-08-05,1791.331258159816,2022-08-19,1758.3694218515968,1743.9068135582763,,signal,10,-32.96183630821906,-0.05,-0.841156296806062,0.0,-32.96183630821906,-47.67818484135022,-0.6950389526997014,0.7591287249075603,0.3506365120329595,breakout_up
XAUUSD.a,1d,-1,0.02,2022-09-01,1710.6364664727312,2022-10-04,1699.902945990119,1752.0366875520217,,signal,23,21.46704096522444,-0.1,-2.1717839604759095,0.0,21.46704096522444,32.9633329728279,0.2592623952914446,0.5911449960713139,2.3143950436694922,breakout_dn
XAUUSD.a,1d,1,0.01,2022-11-09,1712.2130571520186,2023-02-06,1861.3983506558618,1654.8484605518277,,signal,61,149.18529350384324,-0.06,-1.1232986882766163,0.0,149.18529350384324,215.81647065336233,2.6006509649777048,0.17437684120287594,4.315326133526015,breakout_up
XAUUSD.a,1d,-1,0.01,2023-02-16,1835.3681300297294,2023-03-06,1855.8854048503406,1888.2259967983812,,signal,12,-20.517274820611192,-0.05,-0.8308097006812075,0.0,-20.517274820611192,-30.368968058927166,-0.3881593426842435,0.39675967367469,0.5800107326297109,breakout_dn
XAUUSD.a,1d,1,0.01,2023-03-14,1913.949250334027,2023-05-18,1980.4082206517915,1863.5568871047938,,signal,46,66.4589703177644,-0.0,-1.1435586964170534,0.0,66.4589703177644,99.77476064460419,1.3188301968582938,0.5611812687844298,3.277495618029699,breakout_up
XAUUSD.a,1d,-1,0.01,2023-05-19,1957.245904890949,2023-07-13,1957.4214213410364,2014.5479348208526,,signal,39,-0.1755164500873434,-0.05,-0.8228426820730372,0.0,-0.1755164500873434,-0.258633497026868,-0.00306300580105189,0.48905937788473225,1.1230999140811306,breakout_dn
XAUUSD.a,1d,1,0.02,2023-07-19,1979.1336235714637,2023-07-28,1945.9684792153157,1938.064384611617,,signal,7,-66.3302887122959,-0.1,-1.6060831387364463,0.0,-66.3302887122959,-98.8941565963381,-0.8075422188507919,0.8910226850622006,0.20127902629553132,breakout_up
XAUUSD.a,1d,-1,0.02,2023-08-10,1914.448048323657,2023-08-30,1937.6209258748959,1952.9394112984705,,signal,14,-46.3457551024776,-0.1,-1.363703499583162,0.0,-46.3457551024776,-71.53778668283954,-0.6020279813526428,0.6152536529257004,0.7715509669816,breakout_dn
XAUUSD.a,1d,-1,0.02,2023-09-27,1900.2254819065963,2023-10-13,1930.284656529593,1929.5904100588573,,stop,12,-60.11834924599316,-0.1,-1.2884929414711022,0.0,-60.11834924599316,-95.19928621693296,-1.023642028583753,1.0384673149985475,3.058597025706696,breakout_dn
XAUUSD.a,1d,1,0.01,2023-10-19,1948.2470336448473,2023-11-09,1949.2958602512276,1902.2456074779882,,signal,15,1.0488266063803167,-0.05,-0.8882794975448961,0.0,1.0488266063803167,1.638561149807553,0.022799871520851337,0.06667257736145647,1.3285015584838609,breakout_up
XAUUSD.a,1d,1,0.01,2023-11-28,2013.979273375006,2023-12-12,1981.3455912420309,1972.762098076279,,signal,10,-32.63368213297508,-0.05,-1.1288175159384741,0.0,-32.63368213297508,-49.707064724570586,-0.7917496018700492,0.9262952421726297,2.9922168545306222,breakout_up
XAUUSD.a,1d,-1,0.01,2024-01-18,2005.8083945547248,2024-02-01,2058.246012682036,2057.502894106546,,stop,10,-52.437618127311225,-0.05,-0.693118575489685,0.0,-52.437618127311225,-79.8842480840182,-1.0143751962381409,1.1531518045844975,0.0009361644883770179,breakout_dn
XAUUSD.a,1d,-1,0.01,2024-02-14,1992.786610810165,2024-02-23,2039.5364553433246,2038.8826819822411,,stop,7,-46.7498445331596,-0.05,-0.6037733610835629,0.0,-46.7498445331596,-71.2856536697513,-1.0141828434497804,1.0530916834240163,0.18605947518062013,breakout_dn
XAUUSD.a,1d,1,0.01,2024-03-04,2083.177474821834,2024-05-01,2285.894901259728,2041.411942264037,,signal,41,202.71742643789412,-0.05,-1.6101974805433745,0.0,202.71742643789412,313.07227137479595,4.853701462021688,0.08924763060727091,8.340191153940811,breakout_up
XAUUSD.a,1d,1,0.01,2024-05-21,2428.026865030728,2024-05-23,2350.9825184299207,2352.1468428446633,,stop,2,-77.04434660080733,-0.08,-1.1643244147427554,0.0,-77.04434660080733,-116.40580576074598,-1.0153442814221587,1.3317980427434193,0.07726849308102374,breakout_up
XAUUSD.a,1d,-1,0.01,2024-06-10,2291.9719833054064,2024-07-05,2372.5719146300635,2371.614105571616,,stop,19,-80.59993132465706,-0.05,-0.9078090584469456,0.0,-80.59993132465706,-119.8405069059371,-1.012026413048685,1.2676459870962968,0.05552317265762229,breakout_dn
XAUUSD.a,1d,1,0.01,2024-07-08,2387.9792198933246,2024-07-26,2363.251104529869,2330.499396103537,,signal,14,-24.7281153634558,-0.08,-1.3777909402624569,0.0,-24.7281153634558,-37.82445448399382,-0.4302051351773495,0.6710044907997325,1.6652935551218906,breakout_up
XAUUSD.a,1d,1,0.01,2024-08-21,2514.3751818789906,2024-10-09,2621.0973466246514,2436.6196438010247,,signal,35,106.72216474566085,-0.08,-1.2853067506968396,0.0,106.72216474566085,158.19127941666792,1.3725345793202537,0.5596409330401337,2.200934137313948,breakout_up
XAUUSD.a,1d,1,0.01,2024-10-18,2693.120084074715,2024-11-07,2659.157675355226,2631.735561184486,,signal,14,-33.962408719489304,-0.08,-1.5046492895480552,0.0,-33.962408719489304,-51.709692168713445,-0.5532731561703682,0.6620575050715912,1.5802015126637834,breakout_up
XAUUSD.a,1d,-1,0.01,2024-11-12,2619.2866656543115,2024-11-22,2700.2885801313314,2699.0452372279647,,stop,8,-81.00191447701991,-0.08,-1.1633429033669427,0.0,-81.00191447701991,-124.4001512378596,-1.0155888311291856,1.2034234371543695,1.0370881025361205,breakout_dn
XAUUSD.a,1d,1,0.01,2025-01-17,2714.7524592299123,2025-03-03,2859.243442939335,2650.1059290863686,,signal,31,144.49098370942284,-0.08,-1.633114121329218,0.0,144.49098370942284,232.7309071586097,2.235092639753276,0.39309858044175566,3.735042549599272,breakout_up
XAUUSD.a,1d,1,0.01,2025-03-19,3034.774477488009,2025-04-07,2955.510886483167,2957.080116675965,,stop,13,-79.26359100484206,-0.05,-1.569230192798567,0.0,-79.26359100484206,-132.05096377316463,-1.0201974786380523,1.0079814888684822,1.710748645368706,breakout_up
