i,side,reason,confluence,agreement,taken,quality,dist_atr
53292,-1,bounce_resistance,0.111,partial,True,88.13,0.4610315538679087
53330,-1,bounce_resistance,0.111,partial,True,94.05,0.09272490250762566
53352,1,bounce_support,-0.111,conflict,True,93.61,0.47979453171329706
53353,1,bounce_support,-0.111,conflict,True,93.1,0.4642083875310094
53354,1,bounce_support,-0.111,conflict,True,93.25,0.27138915789421625
53356,1,bounce_support,-0.111,conflict,True,99.41,0.2411817060918288
53368,1,bounce_support,0.111,partial,True,85.58,0.3076484612309243
53420,-1,bounce_resistance,-0.333,conflict,True,92.67,0.2249719462226182
53455,1,bounce_support,0.333,partial,True,97.47,0.25952615756595365
53472,-1,bounce_resistance,0.111,partial,True,97.9,0.4150224130300707
53519,-1,bounce_resistance,0.111,partial,True,96.25,0.09948154897684203
53577,-1,bounce_resistance,0.111,partial,True,96.81,0.25418370196815504
53582,1,bounce_support,-0.111,conflict,True,99.19,0.34604966877983195
53651,1,bounce_support,0.333,partial,True,92.99,0.22757010544579218
53660,1,bounce_support,0.333,partial,True,85.51,0.3884645667770173
53758,1,bounce_support,0.667,partial,True,74.8,0.34239879236433957
53781,1,bounce_support,1.0,full,True,84.85,0.31990761064995377
53827,1,bounce_support,1.0,full,True,84.52,0.2996251591601319
53852,1,bounce_support,1.0,full,True,84.22,0.33197187356868885
53885,1,bounce_support,1.0,full,True,84.37,0.2875750583560967
53922,1,bounce_support,1.0,full,True,91.79,0.4668708450789032
53934,1,bounce_support,1.0,full,True,85.4,0.3959117858042994
53998,1,bounce_support,1.0,full,True,94.85,0.08322037395475061
54121,-1,bounce_resistance,-1.0,conflict,True,82.81,0.152195432911475
54139,1,bounce_support,1.0,full,True,85.94,0.23537037320312942
54188,1,bounce_support,1.0,full,True,94.23,0.48186605226011564
54216,-1,bounce_resistance,-1.0,conflict,True,74.91,0.22477311725943405
54296,-1,bounce_resistance,-0.556,conflict,True,83.96,0.4580933456400809
54306,-1,bounce_resistance,-0.556,conflict,True,81.38,0.09356590023039453
54336,-1,bounce_resistance,-0.556,conflict,True,95.11,0.4850853585884846
54411,1,bounce_support,0.556,partial,True,74.83,0.22863254470103853
54458,-1,bounce_resistance,-0.222,conflict,True,92.41,0.3250498078859163
54475,-1,bounce_resistance,-0.222,conflict,True,90.16,0.29477031945010873
54497,1,bounce_support,-0.111,conflict,True,93.74,0.4123323493009627
54547,-1,bounce_resistance,0.111,partial,True,91.95,0.34293206741343407
54551,-1,bounce_resistance,0.111,partial,True,94.27,0.48486335101789235
54582,-1,bounce_resistance,0.111,partial,True,95.58,0.26723730612065194
54623,-1,bounce_resistance,0.111,partial,True,84.93,0.00021327548096179138
54654,-1,bounce_resistance,0.111,partial,True,80.55,0.21163284799204593
54664,-1,bounce_resistance,0.111,partial,True,81.86,0.3039587074702042
54803,-1,bounce_resistance,0.111,partial,True,92.34,0.14595752444172178
54804,-1,bounce_resistance,0.111,partial,True,92.43,0.1998703739661693
54818,-1,bounce_resistance,0.111,partial,True,96.06,0.39576901783042717
54892,-1,bounce_resistance,0.111,partial,True,80.81,0.36215476448420314
54893,-1,bounce_resistance,0.111,partial,True,82.73,0.011651286793541783
54903,-1,bounce_resistance,0.111,partial,True,83.67,0.2916075061978872
54922,1,bounce_support,-0.111,conflict,True,85.04,0.07393554162316492
54952,1,bounce_support,-0.111,conflict,True,91.55,0.42023165608563995
54994,1,bounce_support,0.333,partial,True,76.05,0.06957730362372566
55047,-1,bounce_resistance,-0.333,conflict,True,84.08,0.230826459222881
55065,-1,bounce_resistance,-0.111,conflict,True,83.8,0.2942920025015095
55093,-1,bounce_resistance,0.111,partial,True,79.93,0.07670934579442078
55111,-1,bounce_resistance,0.111,partial,True,83.87,0.29921969405395654
55128,-1,bounce_resistance,0.111,partial,True,83.48,0.29373008317529103
55153,-1,bounce_resistance,0.111,partial,True,77.7,0.3545437022032044
55168,-1,bounce_resistance,0.111,partial,True,97.15,0.4852678639506601
55179,-1,bounce_resistance,0.111,partial,True,80.97,0.44200230841176624
55182,-1,bounce_resistance,0.111,partial,True,92.79,0.45088743809716686
55214,1,bounce_support,-0.111,conflict,True,83.62,0.10628266477399918
55247,-1,bounce_resistance,0.556,partial,True,66.1,0.34968078471441705
55297,-1,bounce_resistance,0.556,partial,True,94.97,0.1520693138097208
55355,1,bounce_support,-0.111,conflict,True,75.4,0.15163469100975277
55380,1,bounce_support,-0.111,conflict,True,96.88,0.26595510131166433
55416,-1,bounce_resistance,0.556,partial,True,82.65,0.06625962225270285
55428,-1,bounce_resistance,0.778,partial,True,83.27,0.3708252853964578
55436,-1,bounce_resistance,0.778,partial,True,85.5,0.41258488112408287
55466,1,bounce_support,-0.778,conflict,True,86.15,0.47936718766101766
55512,-1,bounce_resistance,0.556,partial,True,94.13,0.19710919548442224
55517,-1,bounce_resistance,0.778,partial,True,80.07,0.45353188591784915
55596,-1,bounce_resistance,1.0,full,True,84.3,0.20672049680357932
55633,1,bounce_support,-1.0,conflict,True,88.78,0.10033186499288964
55708,-1,bounce_resistance,1.0,full,True,72.0,0.366538853162335
55739,1,bounce_support,-1.0,conflict,True,96.87,0.3575354169260434
55741,1,bounce_support,-1.0,conflict,True,93.36,0.29703993122938227
55765,1,bounce_support,-1.0,conflict,True,96.22,0.2664196398790559
55766,1,bounce_support,-1.0,conflict,True,96.98,0.4775143031303984
55773,1,bounce_support,-1.0,conflict,True,96.96,0.2436481249212227
55793,1,bounce_support,-1.0,conflict,True,77.67,0.2686211091229719
55804,1,bounce_support,-1.0,conflict,True,94.2,0.3235724108078581
55868,-1,bounce_resistance,1.0,full,True,73.87,0.4140396587771402
55876,-1,bounce_resistance,1.0,full,True,97.61,0.3790626307128337
55951,-1,bounce_resistance,1.0,full,True,88.74,0.4528340999491297
