i,side,reason,confluence,agreement,taken,quality
4319,1,retest,-0.556,conflict,True,77.14
4358,-1,retest,0.556,partial,True,87.88
4415,-1,retest,0.556,partial,True,82.26
4444,-1,retest,0.556,partial,True,91.63
4520,-1,retest,0.556,partial,True,72.52
4545,-1,retest,0.556,partial,True,68.34
4574,-1,retest,0.556,partial,True,83.71
4599,-1,retest,0.556,partial,True,69.72
4692,1,retest,-0.333,conflict,True,78.21
4726,1,retest,-0.111,conflict,True,74.03
4755,1,retest,-0.111,conflict,True,82.18
4843,-1,retest,1.0,full,True,72.31
4856,-1,retest,1.0,full,True,81.87
4870,1,retest,-1.0,conflict,True,78.63
4945,1,retest,-0.556,conflict,True,89.67
4979,1,retest,-0.556,conflict,True,74.05
5111,1,retest,-0.222,conflict,True,75.39
5136,1,retest,-0.222,conflict,True,79.81
5148,1,retest,-0.222,conflict,True,92.89
5178,1,retest,0.111,partial,True,79.74
5211,-1,retest,-0.111,conflict,True,94.69
5232,1,retest,0.111,partial,True,88.2
5291,1,retest,0.111,partial,True,81.49
5341,1,retest,0.111,partial,True,79.71
5360,1,retest,0.111,partial,True,90.24
5371,1,retest,0.111,partial,True,79.61
5493,-1,retest,-0.111,conflict,True,80.56
5530,1,retest,0.111,partial,True,77.79
5658,1,retest,0.111,partial,True,78.03
5686,-1,retest,-0.111,conflict,True,90.74
5707,1,retest,0.111,partial,True,94.65
5733,1,retest,0.111,partial,True,89.26
5756,-1,retest,-0.111,conflict,True,94.35
5782,-1,retest,-0.111,conflict,True,82.12
5802,-1,retest,0.333,partial,True,79.89
5819,-1,retest,0.333,partial,True,78.42
5846,-1,retest,0.333,partial,True,81.9
5867,-1,retest,0.333,partial,True,92.58
5871,-1,retest,0.333,partial,True,83.93
5944,-1,retest,0.333,partial,True,90.33
5967,-1,retest,0.333,partial,True,86.99
5995,1,retest,-0.667,conflict,True,78.96
6059,1,retest,-1.0,conflict,True,76.13
6102,1,retest,-1.0,conflict,True,74.27
6140,-1,retest,1.0,full,True,81.0
6206,-1,retest,1.0,full,True,77.51
6271,1,retest,-1.0,conflict,True,79.05
6342,1,retest,-0.778,conflict,True,82.8
6373,1,retest,-0.556,conflict,True,95.06
6442,1,retest,-0.556,conflict,True,82.91
6463,1,retest,-0.556,conflict,True,83.09
6472,1,retest,-0.556,conflict,True,81.85
6524,1,retest,-0.222,conflict,True,76.71
6607,-1,retest,-0.111,conflict,True,76.0
6614,-1,retest,-0.111,conflict,True,88.76
6659,1,retest,0.111,partial,True,93.68
6697,-1,retest,-0.111,conflict,True,94.68
6729,1,retest,-0.111,conflict,True,79.62
6735,1,retest,0.111,partial,True,79.03
6801,-1,retest,0.333,partial,True,76.78
6840,-1,retest,0.333,partial,True,82.64
6930,-1,retest,0.667,partial,True,83.29
6979,-1,retest,1.0,full,True,71.6
6988,-1,retest,1.0,full,True,78.11
6999,-1,retest,1.0,full,True,77.53
7059,-1,retest,1.0,full,True,80.0
7068,-1,retest,1.0,full,True,78.19
7078,-1,retest,1.0,full,True,84.57
7090,-1,retest,1.0,full,True,79.45
7117,-1,retest,1.0,full,True,93.76
7166,1,retest,-1.0,conflict,True,74.28
7187,1,retest,-1.0,conflict,True,70.12
7197,1,retest,-1.0,conflict,True,96.48
7216,1,retest,-1.0,conflict,True,74.05
7333,-1,retest,0.556,partial,True,87.21
7348,1,retest,-0.556,conflict,True,73.82
7409,1,retest,-0.778,conflict,True,79.82
7444,-1,retest,0.556,partial,True,74.47
7489,-1,retest,0.556,partial,True,74.29
7511,-1,retest,0.778,partial,True,78.47
7531,-1,retest,1.0,full,True,81.58
7570,1,retest,-1.0,conflict,True,91.68
7600,1,retest,-0.556,conflict,True,72.24
7692,1,retest,-0.556,conflict,True,90.82
7912,-1,retest,1.0,full,True,83.28
7964,1,retest,-1.0,conflict,True,78.75
8059,-1,retest,1.0,full,True,83.84
8107,-1,retest,1.0,full,True,74.63
8178,1,retest,-1.0,conflict,True,74.69
8192,-1,retest,1.0,full,True,90.92
8272,1,retest,-0.556,conflict,True,83.77
8281,1,retest,-0.556,conflict,True,71.77
8297,1,retest,-0.556,conflict,True,69.16
8365,-1,retest,0.778,partial,True,75.33
8397,-1,retest,1.0,full,True,81.88
8440,-1,retest,1.0,full,True,90.77
8500,1,retest,-1.0,conflict,True,79.29
8534,-1,retest,1.0,full,True,81.91
8683,1,retest,-1.0,conflict,True,81.31
8800,1,retest,-0.556,conflict,True,69.56
8840,1,retest,-0.556,conflict,True,97.54
8874,1,retest,-0.556,conflict,True,71.35
9002,-1,retest,-0.111,conflict,True,74.45
9016,-1,retest,-0.111,conflict,True,84.37
9061,-1,retest,-0.111,conflict,True,78.13
9075,-1,retest,0.111,partial,True,79.54
9155,-1,retest,0.333,partial,True,85.95
9196,1,retest,-0.333,conflict,True,95.36
9210,1,retest,-0.333,conflict,True,82.02
9255,1,retest,0.111,partial,True,74.25
9277,-1,retest,-0.111,conflict,True,94.7
9365,1,retest,0.111,partial,True,93.18
9381,1,retest,0.111,partial,True,88.6
9448,1,retest,0.111,partial,True,92.78
9463,1,retest,0.111,partial,True,80.95
9553,-1,retest,-0.111,conflict,True,76.81
9577,-1,retest,-0.111,conflict,True,80.38
9648,1,retest,0.111,partial,True,96.52
9692,-1,retest,-0.111,conflict,True,75.77
9723,-1,retest,-0.111,conflict,True,79.62
9729,-1,retest,0.111,partial,True,81.61
9786,1,retest,-0.333,conflict,True,78.02
9806,1,retest,-0.111,conflict,True,72.01
9836,1,retest,0.111,partial,True,81.78
9879,1,retest,0.111,partial,True,94.25
9892,1,retest,0.111,partial,True,79.53
9902,1,retest,0.111,partial,True,91.13
9975,-1,retest,0.333,partial,True,93.18
10033,1,retest,-0.333,conflict,True,83.64
10053,1,retest,-0.111,conflict,True,83.21
10073,1,retest,0.111,partial,True,70.79
10093,1,retest,0.111,partial,True,85.86
10149,-1,retest,-0.111,conflict,True,87.2
10285,1,retest,0.111,partial,True,81.88
10311,-1,retest,-0.111,conflict,True,100.0
10376,-1,retest,0.111,partial,True,89.65
10392,1,retest,-0.111,conflict,True,82.9
10440,1,retest,0.111,partial,True,73.92
10507,1,retest,0.111,partial,True,83.05
10537,1,retest,0.111,partial,True,85.13
10570,1,retest,0.111,partial,True,85.22
10606,1,retest,0.111,partial,True,81.28
10653,1,retest,0.111,partial,True,79.86
10695,1,retest,0.556,partial,True,79.3
10811,-1,retest,-1.0,conflict,True,93.63
10916,-1,retest,-0.556,conflict,True,96.59
10980,-1,retest,-0.222,conflict,True,81.8
11050,-1,retest,0.556,partial,True,79.41
11108,-1,retest,0.556,partial,True,78.34
11151,-1,retest,0.556,partial,True,85.89
11214,1,retest,-0.333,conflict,True,96.96
11238,1,retest,-0.111,conflict,True,75.83
11249,-1,retest,0.111,partial,True,85.87
11286,1,retest,-0.111,conflict,True,73.73
11296,1,retest,-0.111,conflict,True,74.49
11357,1,retest,-0.556,conflict,True,95.09
11384,-1,retest,0.556,partial,True,89.6
11405,-1,retest,0.556,partial,True,93.13
11447,-1,retest,0.778,partial,True,89.3
11508,-1,retest,1.0,full,True,95.43
11529,-1,retest,1.0,full,True,96.57
11589,-1,retest,1.0,full,True,81.93
11627,1,retest,-1.0,conflict,True,94.36
11650,-1,retest,1.0,full,True,87.9
11707,-1,retest,1.0,full,True,77.55
11751,1,retest,-1.0,conflict,True,94.42
11803,1,retest,-1.0,conflict,True,92.84
11874,-1,retest,0.556,partial,True,76.72
11896,-1,retest,1.0,full,True,69.39
11978,1,retest,-1.0,conflict,True,78.56
12006,1,retest,-0.556,conflict,True,80.57
12024,1,retest,-0.556,conflict,True,76.56
12052,1,retest,-0.556,conflict,True,97.22
12063,1,retest,-0.556,conflict,True,80.69
12135,-1,retest,0.556,partial,True,81.95
12191,1,retest,-0.556,conflict,True,93.14
12212,1,retest,-0.556,conflict,True,74.57
12261,1,retest,-0.222,conflict,True,71.57
12299,1,retest,0.111,partial,True,70.35
12360,1,retest,0.111,partial,True,78.58
12415,-1,retest,-0.111,conflict,True,76.7
12447,-1,retest,-0.111,conflict,True,80.7
12488,-1,retest,0.333,partial,True,94.53
12624,-1,retest,0.333,partial,True,77.14
12647,1,retest,-0.333,conflict,True,79.81
12666,-1,retest,0.333,partial,True,87.24
12706,1,retest,0.111,partial,True,69.17
12735,-1,retest,-0.111,conflict,True,80.14
12753,-1,retest,0.111,partial,True,81.53
12759,-1,retest,0.333,partial,True,76.01
12787,-1,retest,0.333,partial,True,72.44
12798,-1,retest,0.333,partial,True,71.46
12877,1,retest,0.111,partial,True,88.2
12910,-1,retest,-0.111,conflict,True,74.38
12988,-1,retest,0.333,partial,True,78.93
13016,1,retest,-0.667,conflict,True,74.78
13080,-1,retest,1.0,full,True,85.06
13147,1,retest,-1.0,conflict,True,83.67
13205,1,retest,-1.0,conflict,True,85.95
13253,1,retest,-0.556,conflict,True,72.9
13454,-1,retest,1.0,full,True,73.23
13519,1,retest,-0.778,conflict,True,79.04
13545,1,retest,-0.556,conflict,True,81.76
13586,-1,retest,0.556,partial,True,79.3
13620,-1,retest,0.556,partial,True,90.86
13641,-1,retest,1.0,full,True,84.17
13674,1,retest,-0.556,conflict,True,67.92
13696,-1,retest,0.556,partial,True,86.8
13718,1,retest,-0.556,conflict,True,81.23
13805,-1,retest,0.667,partial,True,82.56
13847,-1,retest,1.0,full,True,95.37
13887,1,retest,-1.0,conflict,True,90.73
13912,1,retest,-0.778,conflict,True,84.73
13948,1,retest,-0.556,conflict,True,80.52
13970,1,retest,-0.556,conflict,True,93.49
13983,1,retest,-0.556,conflict,True,93.19
14060,-1,retest,1.0,full,True,72.33
14076,-1,retest,1.0,full,True,82.05
14180,-1,retest,1.0,full,True,72.59
14216,-1,retest,1.0,full,True,74.74
14271,-1,retest,1.0,full,True,95.12
14280,-1,retest,1.0,full,True,97.08
14333,-1,retest,1.0,full,True,71.84
14351,-1,retest,1.0,full,True,80.79
14479,-1,retest,1.0,full,True,83.05
14522,-1,retest,1.0,full,True,65.6
14576,1,retest,-0.556,conflict,True,79.11
14604,1,retest,-0.556,conflict,True,76.49
14648,1,retest,-0.556,conflict,True,86.1
14724,1,retest,-0.556,conflict,True,81.43
14774,-1,retest,0.556,partial,True,80.08
14915,-1,retest,1.0,full,True,82.37
15004,1,retest,-1.0,conflict,True,95.93
15021,1,retest,-1.0,conflict,True,74.16
15052,1,retest,-0.556,conflict,True,81.21
15091,-1,retest,0.556,partial,True,73.16
15123,1,retest,-0.222,conflict,True,76.84
15224,1,retest,0.111,partial,True,67.36
15232,1,retest,0.111,partial,True,66.61
15256,1,retest,0.111,partial,True,81.55
15292,1,retest,0.111,partial,True,88.29
15326,1,retest,0.111,partial,True,84.1
15365,1,retest,0.111,partial,True,84.28
15398,-1,retest,-0.111,conflict,True,73.91
15421,1,retest,0.111,partial,True,84.87
15448,1,retest,0.111,partial,True,80.39
15503,-1,retest,-0.111,conflict,True,83.5
15551,-1,retest,0.333,partial,True,67.5
15579,-1,retest,0.333,partial,True,84.67
15612,-1,retest,0.333,partial,True,75.26
15687,-1,retest,0.333,partial,True,77.2
15715,-1,retest,1.0,full,True,74.8
15759,-1,retest,1.0,full,True,68.81
15776,1,retest,-1.0,conflict,True,81.57
15898,-1,retest,0.556,partial,True,96.38
15925,-1,retest,0.556,partial,True,76.96
15977,-1,retest,1.0,full,True,81.36
16009,1,retest,-1.0,conflict,True,94.54
16118,1,retest,-0.556,conflict,True,78.11
16200,1,retest,-0.222,conflict,True,81.1
16228,1,retest,0.111,partial,True,70.0
16240,1,retest,0.111,partial,True,82.37
16327,-1,retest,0.333,partial,True,73.05
16400,1,retest,0.111,partial,True,77.03
16443,1,retest,0.111,partial,True,75.74
16478,-1,retest,0.333,partial,True,76.01
16505,-1,retest,0.667,partial,True,71.22
16574,1,retest,-1.0,conflict,True,90.81
16607,1,retest,-1.0,conflict,True,97.27
16621,1,retest,-1.0,conflict,True,97.62
16632,-1,retest,1.0,full,True,88.84
16709,1,retest,-0.556,conflict,True,72.3
16725,1,retest,-0.556,conflict,True,70.97
16828,1,retest,-0.222,conflict,True,73.56
16858,1,retest,0.111,partial,True,88.45
16875,-1,retest,-0.111,conflict,True,74.16
16980,1,retest,0.111,partial,True,75.59
17033,-1,retest,-0.111,conflict,True,72.32
17089,1,retest,0.111,partial,True,79.69
17141,1,retest,0.111,partial,True,85.15
17165,-1,retest,0.333,partial,True,95.92
17213,-1,retest,0.333,partial,True,81.77
17224,-1,retest,0.667,partial,True,87.44
17235,1,retest,-0.667,conflict,True,93.51
17263,1,retest,-0.333,conflict,True,93.71
17313,-1,retest,-0.111,conflict,True,79.36
17420,1,retest,-0.222,conflict,True,82.2
17444,-1,retest,-0.111,conflict,True,77.05
17459,-1,retest,-0.111,conflict,True,83.06
17498,-1,retest,0.111,partial,True,83.22
17571,-1,retest,1.0,full,True,71.84
17677,-1,retest,1.0,full,True,73.04
17721,-1,retest,1.0,full,True,73.85
17807,-1,retest,1.0,full,True,81.43
17819,-1,retest,1.0,full,True,81.12
17878,1,retest,-1.0,conflict,True,74.53
17902,-1,retest,1.0,full,True,72.13
17913,-1,retest,1.0,full,True,86.45
18034,1,retest,-1.0,conflict,True,75.72
18116,1,retest,-0.778,conflict,True,90.52
18166,1,retest,-0.556,conflict,True,87.01
18207,1,retest,-0.556,conflict,True,95.43
18215,1,retest,-0.556,conflict,True,72.35
18271,1,retest,-0.556,conflict,True,72.0
18293,1,retest,-0.556,conflict,True,83.47
18314,1,retest,-0.556,conflict,True,72.85
18399,1,retest,0.111,partial,True,78.53
18448,-1,retest,-0.111,conflict,True,81.73
18459,-1,retest,-0.111,conflict,True,81.64
18562,1,retest,0.111,partial,True,75.23
18573,1,retest,0.111,partial,True,84.94
18603,1,retest,0.111,partial,True,96.89
18634,1,retest,0.111,partial,True,73.7
18654,-1,retest,-0.111,conflict,True,86.99
18682,1,retest,0.111,partial,True,96.21
18723,-1,retest,0.111,partial,True,85.77
18755,-1,retest,0.333,partial,True,71.7
18788,1,retest,-0.111,conflict,True,74.22
18817,-1,retest,0.111,partial,True,82.52
18837,1,retest,-0.111,conflict,True,89.96
18909,1,retest,-0.333,conflict,True,92.28
18921,1,retest,-0.333,conflict,True,72.91
18961,1,retest,0.111,partial,True,83.14
18985,1,retest,0.111,partial,True,82.19
19118,1,retest,0.111,partial,True,97.19
19193,1,retest,0.111,partial,True,84.92
19272,1,retest,0.111,partial,True,85.32
19353,-1,retest,-0.111,conflict,True,79.16
19361,-1,retest,-0.111,conflict,True,92.2
19409,-1,retest,0.333,partial,True,70.95
19507,-1,retest,0.667,partial,True,70.9
19534,1,retest,-1.0,conflict,True,84.37
19548,1,retest,-1.0,conflict,True,76.72
19558,1,retest,-1.0,conflict,True,80.87
19673,-1,retest,1.0,full,True,85.94
19709,1,retest,-1.0,conflict,True,75.75
19730,1,retest,-1.0,conflict,True,77.98
19751,1,retest,-1.0,conflict,True,83.2
19803,-1,retest,1.0,full,True,77.42
19882,1,retest,-0.556,conflict,True,96.69
19920,-1,retest,0.556,partial,True,74.09
20011,1,retest,-0.556,conflict,True,72.17
20018,1,retest,-0.556,conflict,True,93.91
20036,1,retest,-0.556,conflict,True,76.8
20063,-1,retest,0.222,partial,True,90.94
20101,-1,retest,1.0,full,True,78.44
20118,-1,retest,1.0,full,True,80.63
20245,1,retest,-1.0,conflict,True,89.69
20286,-1,retest,1.0,full,True,76.18
20301,-1,retest,1.0,full,True,82.87
20327,1,retest,-1.0,conflict,True,80.09
20349,-1,retest,1.0,full,True,92.92
20381,1,retest,-1.0,conflict,True,85.79
20444,-1,retest,0.556,partial,True,74.02
20500,-1,retest,1.0,full,True,83.18
20577,-1,retest,1.0,full,True,81.07
20845,1,retest,-0.556,conflict,True,76.81
20869,1,retest,-0.556,conflict,True,91.12
20999,-1,retest,0.556,partial,True,82.7
21123,-1,retest,1.0,full,True,83.69
21166,-1,retest,1.0,full,True,83.31
21174,-1,retest,1.0,full,True,82.09
21206,-1,retest,1.0,full,True,96.68
21241,-1,retest,1.0,full,True,81.15
21264,-1,retest,1.0,full,True,87.32
21301,-1,retest,1.0,full,True,85.71
21338,1,retest,-1.0,conflict,True,75.51
21354,1,retest,-1.0,conflict,True,79.42
21457,1,retest,-0.222,conflict,True,65.85
21496,1,retest,0.111,partial,True,70.52
21508,1,retest,0.111,partial,True,81.53
21520,-1,retest,-0.111,conflict,True,81.81
21577,1,retest,0.111,partial,True,76.55
21604,-1,retest,-0.111,conflict,True,94.26
21636,-1,retest,-0.111,conflict,True,82.56
21677,-1,retest,-0.111,conflict,True,84.75
21705,-1,retest,0.111,partial,True,92.86
21708,-1,retest,0.333,partial,True,66.59
21754,-1,retest,0.333,partial,True,78.66
21809,-1,retest,0.333,partial,True,74.73
21831,-1,retest,0.333,partial,True,88.35
21889,-1,retest,0.333,partial,True,70.76
21899,-1,retest,0.333,partial,True,87.55
21927,-1,retest,0.667,partial,True,82.89
21938,-1,retest,0.667,partial,True,78.68
21941,-1,retest,0.667,partial,True,82.82
22028,-1,retest,1.0,full,True,81.53
22052,-1,retest,1.0,full,True,77.47
22101,-1,retest,1.0,full,True,77.93
22158,-1,retest,1.0,full,True,74.62
22245,-1,retest,1.0,full,True,93.79
22262,1,retest,-1.0,conflict,True,88.71
22301,-1,retest,1.0,full,True,82.35
22378,1,retest,-0.556,conflict,True,81.19
22435,1,retest,-0.556,conflict,True,68.83
22490,-1,retest,0.556,partial,True,90.36
22530,-1,retest,0.222,partial,True,92.92
22582,-1,retest,0.222,partial,True,83.09
22621,-1,retest,0.667,partial,True,96.68
22660,-1,retest,0.667,partial,True,84.46
22665,-1,retest,0.667,partial,True,81.17
22743,-1,retest,1.0,full,True,73.76
22827,1,retest,-0.778,conflict,True,85.43
22940,-1,retest,0.222,partial,True,79.37
22981,1,retest,-0.222,conflict,True,82.87
23000,1,retest,0.111,partial,True,84.65
23044,-1,retest,-0.111,conflict,True,90.44
23060,-1,retest,-0.111,conflict,True,97.07
23147,-1,retest,0.667,partial,True,73.26
23186,1,retest,-1.0,conflict,True,81.6
23210,1,retest,-1.0,conflict,True,75.35
23417,1,retest,-0.556,conflict,True,93.71
23462,1,retest,-0.556,conflict,True,91.54
23505,1,retest,-0.556,conflict,True,93.9
23562,1,retest,-0.222,conflict,True,88.2
23688,-1,retest,1.0,full,True,98.25
23743,1,retest,-1.0,conflict,True,85.83
23776,-1,retest,1.0,full,True,62.48
23820,1,retest,-1.0,conflict,True,83.83
23862,-1,retest,0.778,partial,True,97.23
23896,-1,retest,1.0,full,True,97.64
23934,-1,retest,1.0,full,True,82.05
23982,1,retest,-1.0,conflict,True,87.71
24012,-1,retest,1.0,full,True,97.04
24049,-1,retest,1.0,full,True,75.82
24068,-1,retest,1.0,full,True,75.3
24146,1,retest,-1.0,conflict,True,87.66
24191,-1,retest,1.0,full,True,90.56
24224,1,retest,-0.778,conflict,True,71.0
24268,-1,retest,0.556,partial,True,94.17
24407,-1,retest,0.556,partial,True,85.78
24523,1,retest,-0.556,conflict,True,84.13
24530,1,retest,-0.556,conflict,True,94.96
24547,1,retest,-0.556,conflict,True,94.5
24601,-1,retest,0.556,partial,True,84.11
24609,-1,retest,0.556,partial,True,76.57
24632,1,retest,-0.778,conflict,True,90.42
24779,-1,retest,0.667,partial,True,79.14
24817,-1,retest,1.0,full,True,71.44
24876,-1,retest,1.0,full,True,77.05
24902,-1,retest,1.0,full,True,75.58
24957,1,retest,-1.0,conflict,True,70.78
24984,-1,retest,1.0,full,True,97.58
25001,-1,retest,1.0,full,True,76.0
25031,1,retest,-1.0,conflict,True,79.74
25103,-1,retest,1.0,full,True,72.66
25159,-1,retest,1.0,full,True,70.65
25226,1,retest,-0.778,conflict,True,75.71
25258,-1,retest,0.556,partial,True,88.22
25315,1,retest,-0.556,conflict,True,93.84
25387,1,retest,0.111,partial,True,87.82
25423,1,retest,0.111,partial,True,94.44
25506,1,retest,0.111,partial,True,91.19
25641,-1,retest,0.333,partial,True,80.58
25793,1,retest,0.111,partial,True,95.89
25852,-1,retest,0.333,partial,True,81.67
25858,-1,retest,0.333,partial,True,83.09
25862,-1,retest,0.333,partial,True,80.74
25877,-1,retest,0.333,partial,True,92.01
25917,1,retest,-0.333,conflict,True,98.35
25948,-1,retest,0.333,partial,True,80.27
26121,-1,retest,-0.111,conflict,True,74.48
26200,-1,retest,0.333,partial,True,81.83
26227,-1,retest,0.667,partial,True,82.42
26242,-1,retest,1.0,full,True,70.76
26275,1,retest,-1.0,conflict,True,93.26
26362,1,retest,-1.0,conflict,True,76.66
26413,1,retest,-0.556,conflict,True,89.17
26428,-1,retest,0.556,partial,True,96.03
26450,1,retest,-0.222,conflict,True,84.55
26469,1,retest,-0.222,conflict,True,70.49
26495,-1,retest,0.222,partial,True,94.01
26620,1,retest,-0.667,conflict,True,86.98
26645,1,retest,-0.667,conflict,True,91.71
26683,1,retest,0.111,partial,True,83.05
26695,1,retest,0.111,partial,True,84.69
26747,1,retest,0.111,partial,True,85.37
26826,1,retest,0.111,partial,True,76.6
26873,1,retest,0.111,partial,True,69.51
26931,1,retest,0.111,partial,True,76.69
26941,1,retest,0.111,partial,True,86.69
26956,1,retest,0.111,partial,True,87.33
27013,1,retest,0.111,partial,True,84.86
27034,1,retest,0.111,partial,True,87.43
27052,1,retest,0.111,partial,True,85.58
27190,1,retest,1.0,full,True,78.88
27209,1,retest,1.0,full,True,84.52
27255,1,retest,1.0,full,True,79.13
27318,1,retest,1.0,full,True,86.55
27323,1,retest,1.0,full,True,75.3
27340,-1,retest,-1.0,conflict,True,79.36
27405,1,retest,1.0,full,True,93.82
27464,-1,retest,-0.556,conflict,True,81.91
27595,-1,retest,-0.556,conflict,True,74.08
27646,-1,retest,-0.556,conflict,True,92.09
27719,1,retest,-0.111,conflict,True,95.29
27814,1,retest,0.667,partial,True,66.6
27944,1,retest,1.0,full,True,95.72
27993,-1,retest,-1.0,conflict,True,88.28
28011,1,retest,1.0,full,True,77.5
28074,1,retest,1.0,full,True,63.83
28092,1,retest,1.0,full,True,85.38
28107,-1,retest,-1.0,conflict,True,84.39
28182,-1,retest,-1.0,conflict,True,83.29
28213,-1,retest,-0.778,conflict,True,96.05
28257,-1,retest,-0.556,conflict,True,90.03
28284,-1,retest,-0.556,conflict,True,82.42
28381,-1,retest,-0.778,conflict,True,97.56
28430,-1,retest,-0.556,conflict,True,94.32
28521,1,retest,0.222,partial,True,74.11
28536,1,retest,0.444,partial,True,82.13
28565,1,retest,1.0,full,True,79.99
28620,1,retest,1.0,full,True,93.07
28679,1,retest,1.0,full,True,90.18
28723,-1,retest,-1.0,conflict,True,94.26
28777,1,retest,1.0,full,True,78.39
28815,1,retest,1.0,full,True,83.35
28932,1,retest,1.0,full,True,70.78
28946,1,retest,1.0,full,True,90.65
28981,-1,retest,-1.0,conflict,True,91.16
29026,1,retest,1.0,full,True,95.23
29035,1,retest,1.0,full,True,96.28
29094,1,retest,1.0,full,True,86.39
29183,1,retest,1.0,full,True,94.81
29238,1,retest,1.0,full,True,83.98
29300,1,retest,1.0,full,True,69.75
29327,1,retest,1.0,full,True,80.69
29339,1,retest,1.0,full,True,75.41
29373,1,retest,1.0,full,True,91.45
29444,-1,retest,-1.0,conflict,True,85.31
29449,-1,retest,-1.0,conflict,True,94.24
29499,1,retest,1.0,full,True,75.03
29563,-1,retest,-0.556,conflict,True,96.78
29796,1,retest,1.0,full,True,68.26
29872,1,retest,1.0,full,True,83.87
29900,1,retest,1.0,full,True,95.91
29977,1,retest,1.0,full,True,96.16
30011,1,retest,1.0,full,True,96.48
30025,1,retest,1.0,full,True,94.93
30041,-1,retest,-1.0,conflict,True,68.39
30093,1,retest,0.556,partial,True,84.73
30115,1,retest,0.778,partial,True,75.35
30175,-1,retest,-0.556,conflict,True,94.96
30193,-1,retest,-0.556,conflict,True,74.07
30212,1,retest,0.556,partial,True,85.54
30243,-1,retest,-0.556,conflict,True,67.35
30258,1,retest,0.556,partial,True,89.52
30290,-1,retest,-0.556,conflict,True,73.66
30332,1,retest,0.556,partial,True,91.56
30353,1,retest,0.556,partial,True,83.74
30422,1,retest,0.556,partial,True,75.64
