pattern_id,stop_atr,target_atr,rr,n_events,n_decided,chop_pct,undefined,hold_pct,base_pct,base_flat_pct,fair_pct,dev_pp,edge_R,gross_R,friction_R,net_R,z,p_binom,z_shift,p,p_perm,folds_agree,fold_frac,survives_bh,beats_expected_max
bdddd|ca,0.5,3.0,6.0,403,396,1.7,0,15.91,13.16,13.24,14.29,2.75,0.1927,0.1136,0.3844,-0.2708,1.62,0.10485965041543019,1.49,0.13698582124391753,0.12935323383084577,3/4,0.75,False,False
cbbcc|cc,0.5,1.0,2.0,343,343,0.0,0,28.57,32.29,32.29,33.33,-3.71,-0.1114,-0.1429,0.4342,-0.577,-1.47,0.1410930836195432,-1.49,0.13682032706993805,0.14427860696517414,0/4,0.0,False,False
aaaaa|aa,1.0,3.0,3.0,3190,3016,5.4,1,24.4,23.08,23.32,25.0,1.32,0.0528,-0.0239,0.1927,-0.2166,1.72,0.08491521148342299,1.49,0.1350136443973456,0.10945273631840796,2/4,0.5,False,False
ccccc|ac,1.0,2.0,2.0,491,483,1.6,0,29.4,32.37,32.45,33.33,-2.97,-0.0892,-0.118,0.2268,-0.3448,-1.4,0.16199373351850005,-1.48,0.13922935074198817,0.14925373134328357,1/4,0.25,False,False
cbaaa|ab,1.0,1.0,1.0,367,367,0.0,0,52.86,49.12,49.29,50.0,3.74,0.0748,0.0572,0.1995,-0.1423,1.43,0.1515429349385471,1.48,0.13906642170380062,0.17412935323383086,4/4,1.0,False,False
ccddd|cc,0.5,3.0,6.0,466,457,1.9,0,10.72,13.16,13.24,14.29,-2.44,-0.1707,-0.2495,0.4138,-0.6632,-1.54,0.1228247173030961,-1.48,0.13915605944082274,0.14427860696517414,1/4,0.25,False,False
dccbc|ac,0.5,1.0,2.0,360,360,0.0,0,28.61,32.22,32.29,33.33,-3.61,-0.1082,-0.1417,0.4261,-0.5677,-1.46,0.14304418838761368,-1.48,0.13843309951613264,0.13432835820895522,1/4,0.25,False,False
baaaa|ba,0.5,3.0,6.0,1019,991,2.7,0,14.93,13.23,13.24,14.29,1.7,0.1191,0.0454,0.4047,-0.3593,1.58,0.11368734684628945,1.48,0.13904755147878214,0.14427860696517414,4/4,1.0,False,False
ccddd|bb,0.5,2.0,4.0,393,389,1.0,0,16.45,19.32,19.3,20.0,-2.87,-0.1436,-0.1774,0.4363,-0.6137,-1.44,0.151279796747928,-1.48,0.13876961060396242,0.13432835820895522,1/4,0.25,False,False
dcccd|bc,1.0,3.0,3.0,358,346,3.4,0,19.94,23.36,23.32,25.0,-3.42,-0.1367,-0.2023,0.2134,-0.4157,-1.5,0.1324902416035716,-1.48,0.13811094825366632,0.13930348258706468,1/4,0.25,False,False
dccbc|ac,1.0,1.0,1.0,360,359,0.3,0,45.4,49.19,49.29,50.0,-3.79,-0.0758,-0.0919,0.213,-0.305,-1.44,0.1509514487811152,-1.47,0.14114113173647813,0.16417910447761194,0/4,0.0,False,False
bbbbc|cc,0.5,1.0,2.0,378,378,0.0,0,28.57,32.28,32.29,33.33,-3.7,-0.1111,-0.1429,0.439,-0.5819,-1.54,0.12339842637976703,-1.47,0.14049446976930857,0.15920398009950248,2/4,0.5,False,False
ddddd|bb,0.5,1.0,2.0,3077,3077,0.0,0,33.57,32.38,32.29,33.33,1.19,0.0357,0.0071,0.3974,-0.3902,1.41,0.1587232794170647,1.47,0.14024822348556829,0.12437810945273632,2/4,0.5,False,False
ddddd|aa,1.0,1.0,1.0,869,867,0.2,0,51.79,49.2,49.29,50.0,2.59,0.0517,0.0358,0.1862,-0.1504,1.52,0.12754686774922916,1.47,0.14291070644723766,0.1691542288557214,4/4,1.0,False,False
baaab|bc,1.0,3.0,3.0,466,442,5.2,0,26.47,23.39,23.32,25.0,3.08,0.1232,0.0588,0.2005,-0.1417,1.53,0.12570056181623163,1.47,0.1407569937038379,0.13930348258706468,3/4,0.75,False,False
caaaa|aa,0.5,2.0,4.0,428,427,0.2,0,22.01,19.34,19.3,20.0,2.67,0.1336,0.1007,0.3872,-0.2865,1.4,0.16193522614369765,1.46,0.14304503701598836,0.16417910447761194,4/4,1.0,False,False
ccccc|ac,1.0,3.0,3.0,491,468,4.7,0,20.73,23.49,23.32,25.0,-2.77,-0.1106,-0.1709,0.2268,-0.3977,-1.41,0.1577519682440158,-1.46,0.14515324229843043,0.15422885572139303,0/4,0.0,False,False
ddddc|aa,0.5,1.0,2.0,965,965,0.0,0,34.51,32.27,32.29,33.33,2.23,0.067,0.0352,0.3934,-0.3582,1.48,0.13761964373248925,1.45,0.1466162378314185,0.1691542288557214,3/4,0.75,False,False
ccccc|ba,0.5,1.0,2.0,572,572,0.0,0,29.55,32.26,32.29,33.33,-2.72,-0.0816,-0.1136,0.4552,-0.5688,-1.39,0.16408271263960617,-1.45,0.14815471124577992,0.12437810945273632,1/4,0.25,False,False
cccba|aa,1.0,1.0,1.0,319,319,0.0,0,53.92,49.35,49.29,50.0,4.57,0.0913,0.0784,0.2164,-0.1381,1.63,0.10268577679768019,1.45,0.14674441115945433,0.15422885572139303,3/4,0.75,False,False
ccccd|bc,0.5,3.0,6.0,525,519,1.1,0,11.18,13.28,13.24,14.29,-2.11,-0.1475,-0.2177,0.4304,-0.6481,-1.41,0.15711050777287872,-1.45,0.14837645893072618,0.15422885572139303,1/4,0.25,False,False
bbccc|bb,1.0,1.0,1.0,568,568,0.0,0,52.46,49.3,49.29,50.0,3.17,0.0634,0.0493,0.2214,-0.1721,1.51,0.1307441575648807,1.45,0.14730889942779155,0.14925373134328357,3/4,0.75,False,False
bbaaa|ba,0.5,1.0,2.0,484,484,0.0,0,35.33,32.3,32.29,33.33,3.03,0.091,0.0599,0.4272,-0.3673,1.43,0.15339172182674357,1.44,0.14948195974599673,0.12935323383084577,2/4,0.5,False,False
bbcbb|ab,0.5,1.0,2.0,471,471,0.0,0,35.03,32.23,32.29,33.33,2.8,0.084,0.051,0.4404,-0.3894,1.3,0.19348403269641806,1.44,0.15114800919052038,0.15422885572139303,3/4,0.75,False,False
cddcc|ab,0.5,1.0,2.0,523,523,0.0,0,29.45,32.21,32.29,33.33,-2.77,-0.083,-0.1166,0.4202,-0.5368,-1.35,0.17550646972294098,-1.43,0.15258949036926817,0.16417910447761194,1/4,0.25,False,False
aabbb|bb,1.0,1.0,1.0,670,669,0.1,0,52.17,49.29,49.29,50.0,2.87,0.0575,0.0433,0.2102,-0.1668,1.49,0.1367637915580607,1.43,0.15226047270742862,0.16417910447761194,4/4,1.0,False,False
bbbcc|cc,0.5,2.0,4.0,515,515,0.0,0,16.7,19.27,19.3,20.0,-2.57,-0.1287,-0.165,0.45,-0.615,-1.48,0.13840260833455112,-1.43,0.1532044443893815,0.15920398009950248,0/4,0.0,False,False
dcccd|bc,1.0,1.0,1.0,358,358,0.0,0,45.53,49.31,49.29,50.0,-3.78,-0.0756,-0.0894,0.2134,-0.3028,-1.43,0.15240485462653225,-1.42,0.15653335672092558,0.15920398009950248,1/4,0.25,False,False
baaaa|bb,0.5,1.0,2.0,897,897,0.0,0,34.78,32.26,32.29,33.33,2.52,0.0756,0.0435,0.4163,-0.3728,1.61,0.10634075277050556,1.42,0.1546977713878853,0.13432835820895522,3/4,0.75,False,False
dccdd|cb,0.5,1.0,2.0,383,383,0.0,0,28.72,32.29,32.29,33.33,-3.57,-0.1071,-0.1384,0.4128,-0.5511,-1.49,0.135135193309129,-1.42,0.154455227864527,0.15920398009950248,0/4,0.0,False,False
bbabb|cb,1.0,1.0,1.0,409,409,0.0,0,52.57,49.34,49.29,50.0,3.23,0.0646,0.0513,0.2165,-0.1651,1.31,0.19139630116877637,1.42,0.15542239626737056,0.16417910447761194,3/4,0.75,False,False
cddcd|ac,0.5,1.0,2.0,366,366,0.0,0,28.69,32.38,32.29,33.33,-3.69,-0.1106,-0.1393,0.4051,-0.5445,-1.51,0.13162250643902304,-1.42,0.15603897075609868,0.14925373134328357,1/4,0.25,False,False
ddddd|ac,1.0,2.0,2.0,2111,2070,1.9,0,30.82,32.36,32.45,33.33,-1.54,-0.0463,-0.0754,0.1933,-0.2687,-1.5,0.13312469234455454,-1.41,0.15787847425422735,0.17412935323383086,1/4,0.25,False,False
aaaaa|bc,1.0,3.0,3.0,1819,1724,5.2,0,21.81,23.21,23.32,25.0,-1.4,-0.0559,-0.1276,0.1913,-0.3189,-1.38,0.16850335393648128,-1.41,0.15862367368467145,0.14427860696517414,2/4,0.5,False,False
bcbbb|bb,1.0,2.0,2.0,421,411,2.4,0,36.01,32.61,32.45,33.33,3.4,0.1019,0.0803,0.2249,-0.1446,1.47,0.14140533790412307,1.41,0.1586378672239345,0.12935323383084577,2/4,0.5,False,False
bccdc|ca,0.5,2.0,4.0,360,356,1.1,0,16.57,19.34,19.3,20.0,-2.77,-0.1386,-0.1713,0.4458,-0.6171,-1.32,0.1853248390091285,-1.4,0.16131973280749823,0.19402985074626866,0/4,0.0,False,False
bbbaa|ab,0.5,1.0,2.0,548,548,0.0,0,29.56,32.24,32.29,33.33,-2.68,-0.0803,-0.1131,0.4337,-0.5468,-1.34,0.1798371814888092,-1.4,0.16190106101598292,0.15920398009950248,1/4,0.25,False,False
cbbba|ba,0.5,1.0,2.0,334,334,0.0,0,35.63,32.29,32.29,33.33,3.33,0.1,0.0689,0.4356,-0.3667,1.3,0.19231392652745716,1.4,0.16041225367571552,0.15920398009950248,3/4,0.75,False,False
bcddd|cb,0.5,1.0,2.0,356,356,0.0,0,35.96,32.31,32.29,33.33,3.64,0.1093,0.0787,0.4103,-0.3317,1.47,0.1413570751045716,1.4,0.16235716228666555,0.1791044776119403,3/4,0.75,False,False
bbbbb|ca,1.0,2.0,2.0,462,452,2.2,0,35.18,32.51,32.45,33.33,2.67,0.0801,0.0553,0.2163,-0.161,1.21,0.2254080203469616,1.4,0.16089569550453403,0.16417910447761194,4/4,1.0,False,False
bbbcd|cc,0.5,3.0,6.0,330,325,1.5,0,10.77,13.25,13.24,14.29,-2.48,-0.1734,-0.2462,0.4427,-0.6888,-1.32,0.18735692988432648,-1.4,0.16064646677884484,0.1791044776119403,1/4,0.25,False,False
cccbb|aa,0.5,3.0,6.0,546,536,1.8,0,15.49,13.39,13.24,14.29,2.1,0.147,0.084,0.4335,-0.3496,1.43,0.1531641478309457,1.4,0.16290042891083548,0.1691542288557214,3/4,0.75,False,False
aabbb|ba,0.5,3.0,6.0,309,305,1.3,0,10.49,13.3,13.24,14.29,-2.81,-0.1967,-0.2656,0.4129,-0.6784,-1.45,0.14806237086469512,-1.39,0.1640638427528388,0.14925373134328357,2/4,0.5,False,False
ccbcc|cb,0.5,1.0,2.0,526,526,0.0,0,29.47,32.23,32.29,33.33,-2.76,-0.0828,-0.116,0.4443,-0.5603,-1.36,0.17525227595649867,-1.39,0.16381407779954385,0.1791044776119403,1/4,0.25,False,False
ccbcc|cb,0.5,2.0,4.0,526,524,0.4,0,17.18,19.29,19.3,20.0,-2.12,-0.1058,-0.1412,0.4443,-0.5855,-1.23,0.2194744072607142,-1.39,0.16402154834062924,0.13432835820895522,0/4,0.0,False,False
ccccc|ac,0.5,2.0,4.0,491,488,0.6,0,16.8,19.24,19.3,20.0,-2.44,-0.1218,-0.1598,0.4535,-0.6134,-1.37,0.1718661377806508,-1.39,0.16508062929663592,0.18407960199004975,1/4,0.25,False,False
babaa|aa,0.5,3.0,6.0,351,344,2.0,0,10.76,13.29,13.24,14.29,-2.53,-0.1774,-0.2471,0.4089,-0.6559,-1.39,0.16588657088359168,-1.39,0.16547943603516604,0.16417910447761194,1/4,0.25,False,False
bbcbc|ac,1.0,2.0,2.0,400,393,1.8,0,29.26,32.6,32.45,33.33,-3.34,-0.1002,-0.1221,0.2142,-0.3363,-1.41,0.1576448738368153,-1.38,0.16763321877652218,0.14427860696517414,1/4,0.25,False,False
bcccc|bc,1.0,2.0,2.0,506,495,2.2,0,29.49,32.41,32.45,33.33,-2.92,-0.0876,-0.1152,0.219,-0.3342,-1.39,0.16505075451413806,-1.38,0.16660032996310586,0.17412935323383086,1/4,0.25,False,False
abaaa|ac,0.5,3.0,6.0,348,340,2.3,0,15.59,13.07,13.24,14.29,2.51,0.176,0.0912,0.3776,-0.2864,1.38,0.16873616738153407,1.38,0.1672597896884555,0.14925373134328357,4/4,1.0,False,False
ccdcc|ab,1.0,2.0,2.0,379,373,1.6,0,28.69,32.3,32.45,33.33,-3.61,-0.1084,-0.1394,0.2211,-0.3605,-1.49,0.13544120914487853,-1.38,0.169039349979971,0.18407960199004975,1/4,0.25,False,False
bbbbb|ac,1.0,3.0,3.0,587,559,4.8,0,25.94,23.47,23.32,25.0,2.47,0.0986,0.0376,0.2215,-0.184,1.38,0.16867034610193546,1.37,0.17202701768653916,0.1890547263681592,1/4,0.25,False,False
cbbaa|ab,0.5,1.0,2.0,390,390,0.0,0,28.72,32.24,32.29,33.33,-3.53,-0.1058,-0.1385,0.4147,-0.5532,-1.49,0.13610894621909211,-1.37,0.17093283669625836,0.1890547263681592,0/4,0.0,False,False
ccbbc|bc,0.5,2.0,4.0,425,423,0.5,0,17.49,19.5,19.3,20.0,-2.0,-0.1002,-0.1253,0.4279,-0.5532,-1.04,0.2979451046514725,-1.37,0.1704459041025574,0.15920398009950248,0/4,0.0,False,False
ccbbc|bc,1.0,2.0,2.0,425,414,2.6,0,29.95,32.71,32.45,33.33,-2.75,-0.0826,-0.1014,0.2139,-0.3154,-1.2,0.2320298241200216,-1.37,0.17136516961673498,0.15422885572139303,1/4,0.25,False,False
aabba|ba,1.0,2.0,2.0,492,481,2.2,0,35.34,32.33,32.45,33.33,3.01,0.0903,0.0603,0.2033,-0.143,1.41,0.15775704165667032,1.37,0.17182169317548654,0.1890547263681592,4/4,1.0,False,False
ccbbb|bb,1.0,2.0,2.0,570,564,1.1,0,29.43,32.31,32.45,33.33,-2.87,-0.0862,-0.117,0.2243,-0.3414,-1.46,0.1441088052756639,-1.37,0.17115465592018175,0.15422885572139303,0/4,0.0,False,False
bcbbb|bb,1.0,3.0,3.0,421,401,4.8,0,26.68,23.67,23.32,25.0,3.01,0.1206,0.0673,0.2249,-0.1575,1.42,0.15510720038643325,1.37,0.16982207970131127,0.1890547263681592,3/4,0.75,False,False
ddddc|aa,0.5,2.0,4.0,965,955,1.0,0,21.15,19.28,19.3,20.0,1.87,0.0935,0.0576,0.3934,-0.3358,1.47,0.14285768219903758,1.36,0.17349025170745636,0.15920398009950248,4/4,1.0,False,False
ddddd|ca,0.5,2.0,4.0,3030,3007,0.8,0,18.42,19.31,19.3,20.0,-0.89,-0.0444,-0.0788,0.386,-0.4648,-1.23,0.21741128952030112,-1.36,0.17532878444883726,0.1791044776119403,1/4,0.25,False,False
dccbc|ac,0.5,2.0,4.0,360,359,0.3,0,16.43,19.21,19.3,20.0,-2.78,-0.1389,-0.1783,0.4261,-0.6043,-1.34,0.18140250352133405,-1.35,0.1776692580689505,0.21393034825870647,1/4,0.25,False,False
bbbba|aa,1.0,2.0,2.0,431,422,2.1,0,34.83,32.35,32.45,33.33,2.49,0.0746,0.045,0.2132,-0.1682,1.09,0.27457167592790627,1.35,0.17800637434458322,0.1691542288557214,3/4,0.75,False,False
aaaaa|bc,0.5,3.0,6.0,1819,1784,1.9,0,12.11,13.16,13.24,14.29,-1.06,-0.0739,-0.1525,0.3825,-0.535,-1.32,0.1867655619927474,-1.35,0.17586707765118764,0.1890547263681592,1/4,0.25,False,False
cccdd|cc,0.5,2.0,4.0,647,644,0.5,0,17.39,19.34,19.3,20.0,-1.95,-0.0973,-0.1304,0.4249,-0.5553,-1.25,0.2108129302779004,-1.35,0.176654212202111,0.20398009950248755,1/4,0.25,False,False
bbbaa|ab,0.5,3.0,6.0,548,540,1.5,0,11.48,13.28,13.24,14.29,-1.79,-0.1256,-0.1963,0.4337,-0.63,-1.23,0.21885957040198817,-1.34,0.17962840190704654,0.18407960199004975,1/4,0.25,False,False
aaaaa|ba,1.0,2.0,2.0,3135,3071,2.0,0,33.54,32.48,32.45,33.33,1.06,0.0318,0.0062,0.1948,-0.1886,1.25,0.21004203235281665,1.34,0.17892757126178713,0.1890547263681592,3/4,0.75,False,False
bcccb|ba,1.0,1.0,1.0,514,513,0.2,0,52.24,49.31,49.29,50.0,2.93,0.0586,0.0448,0.2191,-0.1742,1.33,0.18406256893841233,1.34,0.17902310640003624,0.1890547263681592,3/4,0.75,False,False
aaaab|cc,1.0,3.0,3.0,880,838,4.8,0,21.0,23.13,23.32,25.0,-2.13,-0.085,-0.1599,0.1991,-0.359,-1.46,0.14406102790416542,-1.34,0.1811101918270742,0.19900497512437812,1/4,0.25,False,False
dcccc|cb,1.0,2.0,2.0,334,322,3.6,0,28.88,32.53,32.45,33.33,-3.65,-0.1096,-0.1335,0.2128,-0.3463,-1.4,0.16144997588801632,-1.34,0.17955132645336702,0.19900497512437812,1/4,0.25,False,False
bbaaa|bb,1.0,2.0,2.0,389,384,1.3,0,29.17,32.4,32.45,33.33,-3.23,-0.097,-0.125,0.2116,-0.3366,-1.35,0.1756271213493533,-1.34,0.1816542596186078,0.1890547263681592,1/4,0.25,False,False
aaaaa|aa,1.0,2.0,2.0,3190,3125,2.0,0,33.7,32.39,32.45,33.33,1.31,0.0393,0.0109,0.1927,-0.1818,1.56,0.1176384193889557,1.33,0.18196777436159572,0.14925373134328357,3/4,0.75,False,False
aabba|ba,0.5,1.0,2.0,492,492,0.0,0,34.96,32.19,32.29,33.33,2.77,0.083,0.0488,0.4066,-0.3579,1.31,0.18870360879177692,1.33,0.18503263444676424,0.18407960199004975,3/4,0.75,False,False
bbabb|cb,1.0,3.0,3.0,409,393,3.9,0,20.36,23.6,23.32,25.0,-3.25,-0.1299,-0.1858,0.2165,-0.4022,-1.52,0.12918303518312466,-1.33,0.18421474577181532,0.1890547263681592,1/4,0.25,False,False
bbbcc|cc,1.0,3.0,3.0,515,495,3.9,0,20.61,23.35,23.32,25.0,-2.74,-0.1096,-0.1758,0.225,-0.4008,-1.44,0.14907233771913844,-1.32,0.18640201539085383,0.18407960199004975,0/4,0.0,False,False
cdddd|bb,0.5,2.0,4.0,917,913,0.4,0,17.52,19.33,19.3,20.0,-1.8,-0.0901,-0.1238,0.4084,-0.5321,-1.38,0.1678657416703803,-1.32,0.1865542128470704,0.1890547263681592,1/4,0.25,False,False
ddccb|ba,1.0,3.0,3.0,424,409,3.5,0,20.54,23.34,23.32,25.0,-2.8,-0.112,-0.1785,0.2047,-0.3832,-1.34,0.18026232177630908,-1.32,0.18564566215104167,0.21393034825870647,1/4,0.25,False,False
abaaa|ba,1.0,2.0,2.0,411,402,2.2,0,35.57,32.42,32.45,33.33,3.16,0.0947,0.0672,0.206,-0.1388,1.35,0.1759614481245007,1.32,0.18524168144605688,0.18407960199004975,3/4,0.75,False,False
bbbbb|ca,0.5,2.0,4.0,462,459,0.6,0,21.35,19.38,19.3,20.0,1.97,0.0984,0.0675,0.4327,-0.3651,1.07,0.28609087981252646,1.32,0.1876960463963987,0.208955223880597,3/4,0.75,False,False
ccccd|bc,0.5,2.0,4.0,525,523,0.4,0,17.02,19.33,19.3,20.0,-2.31,-0.1155,-0.1491,0.4304,-0.5796,-1.34,0.18077233010541896,-1.32,0.18674943110033343,0.15422885572139303,1/4,0.25,False,False
caaaa|ab,1.0,2.0,2.0,480,472,1.7,0,35.59,32.49,32.45,33.33,3.1,0.093,0.0678,0.2059,-0.1381,1.44,0.15010894149786239,1.32,0.1868221291005542,0.16417910447761194,3/4,0.75,False,False
caaaa|ab,1.0,3.0,3.0,480,461,4.0,0,26.25,23.39,23.32,25.0,2.85,0.1141,0.0499,0.2059,-0.156,1.45,0.14749922381018746,1.32,0.1863408098340655,0.1791044776119403,4/4,1.0,False,False
cdccc|bb,1.0,1.0,1.0,437,435,0.5,0,52.41,49.27,49.29,50.0,3.15,0.0629,0.0483,0.2117,-0.1634,1.31,0.189225286898232,1.31,0.18909544441529974,0.20398009950248755,3/4,0.75,False,False
bcccc|cb,1.0,2.0,2.0,444,438,1.4,0,29.45,32.48,32.45,33.33,-3.03,-0.0909,-0.1164,0.2207,-0.3372,-1.35,0.17542268904432484,-1.31,0.19083146402514292,0.208955223880597,1/4,0.25,False,False
dcccb|ba,0.5,1.0,2.0,407,407,0.0,0,34.89,32.27,32.29,33.33,2.62,0.0787,0.0467,0.4308,-0.3841,1.13,0.25766546129169954,1.31,0.19128524369107608,0.19402985074626866,2/4,0.5,False,False
ddccd|bc,1.0,1.0,1.0,477,476,0.2,0,46.43,49.4,49.29,50.0,-2.97,-0.0594,-0.0714,0.2065,-0.2779,-1.3,0.1946704472941896,-1.31,0.1911586670279799,0.208955223880597,1/4,0.25,False,False
cbbbb|ab,1.0,3.0,3.0,411,403,1.9,0,26.3,23.49,23.32,25.0,2.81,0.1126,0.0521,0.22,-0.1679,1.33,0.18209339319249687,1.3,0.19382192936001813,0.21890547263681592,3/4,0.75,False,False
ccddd|bc,1.0,1.0,1.0,445,445,0.0,0,46.07,49.26,49.29,50.0,-3.2,-0.0639,-0.0787,0.2113,-0.2899,-1.35,0.17723670552013934,-1.3,0.19329567079351054,0.1890547263681592,0/4,0.0,False,False
bcddd|cc,0.5,3.0,6.0,330,326,1.2,0,10.74,13.15,13.24,14.29,-2.42,-0.1691,-0.2485,0.4177,-0.6662,-1.29,0.19664464262228623,-1.3,0.19189505285225653,0.1691542288557214,1/4,0.25,False,False
caaaa|aa,0.5,3.0,6.0,428,421,1.6,0,15.2,13.21,13.24,14.29,1.99,0.1392,0.0641,0.3872,-0.3231,1.21,0.2280842647024175,1.3,0.19386124120625492,0.208955223880597,4/4,1.0,False,False
aaaaa|ca,0.5,1.0,2.0,2091,2091,0.0,0,33.81,32.32,32.29,33.33,1.5,0.0449,0.0143,0.3848,-0.3705,1.46,0.14366540567678712,1.3,0.19311020374708482,0.17412935323383086,3/4,0.75,False,False
bbbba|ba,1.0,3.0,3.0,540,509,5.4,2,26.13,23.59,23.32,25.0,2.54,0.1017,0.0452,0.2211,-0.1759,1.35,0.17639014562072627,1.3,0.1920923453332846,0.18407960199004975,3/4,0.75,False,False
bbccc|cb,1.0,2.0,2.0,378,377,0.3,0,28.91,32.48,32.45,33.33,-3.57,-0.1072,-0.1326,0.2236,-0.3563,-1.48,0.13833354568835962,-1.29,0.19799653680545606,0.20398009950248755,0/4,0.0,False,False
bbbab|ac,0.5,2.0,4.0,560,559,0.2,0,16.99,19.28,19.3,20.0,-2.29,-0.1145,-0.1503,0.434,-0.5843,-1.37,0.1698111912183562,-1.29,0.19849666813803685,0.1890547263681592,0/4,0.0,False,False
bbccc|bb,0.5,2.0,4.0,568,565,0.5,0,21.77,19.35,19.3,20.0,2.42,0.1211,0.0885,0.4428,-0.3543,1.46,0.14470082977418905,1.29,0.19784642257749352,0.21890547263681592,3/4,0.75,False,False
ddddc|aa,1.0,1.0,1.0,965,964,0.1,0,51.56,49.25,49.29,50.0,2.3,0.0461,0.0311,0.1967,-0.1656,1.43,0.1521865943533375,1.28,0.19919203301075228,0.19900497512437812,2/4,0.5,False,False
ccdcc|ab,1.0,1.0,1.0,379,379,0.0,0,45.65,49.11,49.29,50.0,-3.46,-0.0693,-0.0871,0.2211,-0.3082,-1.35,0.17704636042882035,-1.28,0.20185066429694076,0.21393034825870647,1/4,0.25,False,False
cbaaa|aa,1.0,1.0,1.0,333,332,0.3,0,52.71,49.19,49.29,50.0,3.52,0.0704,0.0542,0.2057,-0.1515,1.28,0.1990718010274542,1.27,0.20521652350059172,0.21890547263681592,3/4,0.75,False,False
ccbbc|bc,0.5,1.0,2.0,425,425,0.0,0,30.12,32.37,32.29,33.33,-2.25,-0.0675,-0.0965,0.4279,-0.5243,-0.99,0.3212788157769366,-1.27,0.2039648566297707,0.20398009950248755,1/4,0.25,False,False
ccccb|ba,1.0,3.0,3.0,756,726,4.0,0,25.62,23.41,23.32,25.0,2.21,0.0883,0.0248,0.2268,-0.202,1.41,0.15968587375757703,1.27,0.20439990540138134,0.22388059701492538,3/4,0.75,False,False
bbbbc|bc,0.5,3.0,6.0,793,782,1.4,0,11.64,13.36,13.24,14.29,-1.72,-0.1205,-0.1854,0.4452,-0.6306,-1.42,0.15689982770050054,-1.27,0.20312015081219534,0.22388059701492538,0/4,0.0,False,False
cccbb|aa,1.0,3.0,3.0,546,522,4.4,0,26.25,23.57,23.32,25.0,2.68,0.1071,0.0498,0.2168,-0.167,1.44,0.14916442041842112,1.27,0.20275417271247315,0.20398009950248755,3/4,0.75,False,False
cbbaa|ab,0.5,3.0,6.0,390,384,1.5,0,10.94,13.29,13.24,14.29,-2.36,-0.165,-0.2344,0.4147,-0.6491,-1.36,0.17332871615896212,-1.27,0.20525813576968377,0.19402985074626866,1/4,0.25,False,False
cbbcb|ca,1.0,2.0,2.0,444,438,1.4,0,35.39,32.46,32.45,33.33,2.93,0.0878,0.0616,0.2135,-0.1518,1.31,0.1906167806109909,1.27,0.20235366128124474,0.208955223880597,4/4,1.0,False,False
aaabb|ca,1.0,3.0,3.0,415,398,4.1,0,25.88,23.22,23.32,25.0,2.65,0.1062,0.0352,0.1956,-0.1604,1.26,0.20922839176656371,1.26,0.20798646130723444,0.21890547263681592,3/4,0.75,False,False
bbbcb|ca,1.0,1.0,1.0,627,627,0.0,0,51.83,49.26,49.29,50.0,2.58,0.0515,0.0367,0.2199,-0.1832,1.29,0.19664192875064368,1.26,0.20720272403874396,0.21393034825870647,2/4,0.5,False,False
cddcd|ac,1.0,1.0,1.0,366,364,0.5,0,45.6,49.36,49.29,50.0,-3.75,-0.0751,-0.0879,0.2026,-0.2905,-1.43,0.1518594787992877,-1.25,0.21284973614749447,0.2537313432835821,1/4,0.25,False,False
ddddc|aa,1.0,3.0,3.0,965,924,4.2,0,25.0,23.17,23.32,25.0,1.83,0.0732,0.0,0.1967,-0.1967,1.32,0.1870146495013991,1.25,0.21282918665700912,0.22388059701492538,3/4,0.75,False,False
ddddc|aa,0.5,3.0,6.0,965,943,2.3,0,14.63,13.16,13.24,14.29,1.48,0.1034,0.0244,0.3934,-0.369,1.34,0.17931567242817903,1.25,0.2097202325420536,0.23880597014925373,4/4,1.0,False,False
bcccc|bb,0.5,3.0,6.0,775,763,1.5,0,14.68,13.33,13.24,14.29,1.35,0.0946,0.0275,0.4396,-0.4121,1.1,0.27180115209508615,1.25,0.21102126902693893,0.1890547263681592,3/4,0.75,False,False
cbbcc|cc,1.0,3.0,3.0,343,329,4.1,0,20.67,23.39,23.32,25.0,-2.72,-0.1089,-0.1733,0.2171,-0.3903,-1.17,0.24308147917371964,-1.25,0.21042789671851359,0.208955223880597,0/4,0.0,False,False
aaaba|ba,1.0,1.0,1.0,306,303,1.0,0,53.14,49.3,49.29,50.0,3.84,0.0768,0.0627,0.2038,-0.1411,1.34,0.1810415976224791,1.25,0.21123089399968725,0.21393034825870647,3/4,0.75,False,False
ddddd|bc,0.5,3.0,6.0,3283,3227,1.7,0,12.55,13.23,13.24,14.29,-0.68,-0.0473,-0.1215,0.3944,-0.5159,-1.13,0.2564484451725177,-1.24,0.2143643762961247,0.20398009950248755,1/4,0.25,False,False
baaba|ca,1.0,3.0,3.0,385,358,7.0,0,20.39,23.3,23.32,25.0,-2.91,-0.1164,-0.1844,0.1981,-0.3825,-1.3,0.19239027543422335,-1.24,0.2135732536525689,0.22388059701492538,1/4,0.25,False,False
bcbcc|cb,0.5,3.0,6.0,386,382,1.0,0,11.26,13.42,13.24,14.29,-2.16,-0.1512,-0.212,0.4384,-0.6504,-1.24,0.2153465494243847,-1.24,0.21533675523567483,0.18407960199004975,1/4,0.25,False,False
