pattern_id,direction,as_proposed,stop_atr,target_atr,rr,n_events,n_decided,chop_pct,undefined,hold_pct,base_pct,base_flat_pct,fair_pct,dev_pp_oos,edge_R,gross_R,friction_R,net_R_oos,z,p_binom,z_shift,p,p_perm,folds_agree,fold_frac,survives_bh,beats_expected_max,dev_pp_is,net_R_is,fold,test_from,sign_held
ddddd|aa,1,True,1.0,1.0,1.0,110,110,0.0,0,57.27,49.34,49.49,50.0,7.94,0.1587,0.1455,0.1053,0.0402,1.67,0.0957789454812415,1.72,0.08618490295332137,0.0845771144278607,2/2,1.0,False,False,14.09,0.1885,2,2013-09-05,True
ddddd|aa,1,True,1.0,1.0,1.0,95,95,0.0,0,58.95,50.19,49.02,50.0,8.75,0.1751,0.1789,0.1187,0.0603,1.71,0.08756540098898084,1.65,0.09950167322428555,0.12935323383084577,0/0,,False,False,11.81,0.1361,3,2018-01-05,True
aaaba|ca,1,True,1.0,3.0,3.0,73,73,0.0,0,27.4,24.18,24.32,25.0,3.22,0.1288,0.0959,0.1201,-0.0243,0.64,0.5199106133789381,0.57,0.5671454240017715,0.5671641791044776,0/0,,False,False,7.94,0.1837,4,2022-04-29,True
ddddd|aa,1,True,1.0,1.0,1.0,96,96,0.0,0,52.08,49.4,49.31,50.0,2.68,0.0536,0.0417,0.1171,-0.0754,0.53,0.5991773426911529,0.45,0.6540677610369883,0.6616915422885572,0/1,0.0,False,False,11.24,0.1198,4,2022-04-29,True
bbbbc|cc,-1,False,0.5,2.0,4.0,38,38,0.0,0,18.42,18.86,19.36,20.0,-0.43,-0.0217,-0.0789,0.2486,-0.3276,-0.07,0.9453348202480899,-0.05,0.9593514779267649,0.9900497512437811,0/0,,False,False,9.15,0.1961,4,2022-04-29,False
