trades,gate_sample,avg_R,pf,control_runs,control_avgR_p50,control_avgR_p95,percentile_vs_control,gate_beats_control,net_p05,net_p50,net_p95,prob_net_negative,dd_historical,dd_p50,dd_p95,symbol,tf,strategy,span,bars,ctrl_max_bars,secs
3970,True,-0.003,0.985,60,-0.1064,-0.0613,100.0,True,-30606.0,-4924.49,20739.66,0.616,-23363.71,-20568.86,-38853.19,USDJPY.a,15m,ema_cross,2007-01-02..2020-12-31,345887,28,191.4
