trades,gate_sample,avg_R,pf,gate_profitable,control_runs,control_avgR_p50,control_avgR_p95,percentile_vs_control,gate_beats_control,net_p05,net_p50,net_p95,prob_net_negative,dd_historical,dd_p50,dd_p95,symbol,tf,strategy,span,bars,ctrl_max_bars,secs
207,True,0.2389,1.49,True,60,0.0313,0.1767,96.7,True,190.66,6012.64,12568.24,0.042,-1677.83,-1757.15,-3256.5,XAUUSD.a,4h,donchian,2016-01-04..2020-12-31,7557,18,5.4
