bar,occurred_at,dist_atr,line_id,role,quality,touches,atr,tf,arm,outcome,symbol
34324,2023-07-06 14:00:00,0.08231357422831184,1h-R-165740,resistance,71.4,3,0.0013013929131653601,1h,placebo,hold,EURUSD.a
17216,2020-10-07 13:00:00,,1h-R-165740,resistance,71.4,3,0.0013013929131653601,1h,random,break,EURUSD.a
34332,2023-07-06 22:00:00,0.32496985691521907,1h-R-165740,resistance,70.18,3,0.0016028049933517786,1h,line,break,EURUSD.a
34332,2023-07-06 22:00:00,0.32496985691521907,1h-R-165740,resistance,70.18,3,0.0016028049933517786,1h,placebo,break,EURUSD.a
9931,2019-08-07 00:00:00,,1h-R-165740,resistance,70.18,3,0.0016028049933517786,1h,random,hold,EURUSD.a
34333,2023-07-06 23:00:00,0.3921322974338262,1h-R-165739,resistance,89.54,5,0.0015397474938266555,1h,line,hold,EURUSD.a
34333,2023-07-06 23:00:00,0.3921322974338262,1h-R-165739,resistance,89.54,5,0.0015397474938266555,1h,placebo,hold,EURUSD.a
39316,2024-04-25 15:00:00,,1h-R-165739,resistance,89.54,5,0.0015397474938266555,1h,random,break,EURUSD.a
34347,2023-07-07 13:00:00,0.15143975222574696,1h-R-165739,resistance,88.98,6,0.0013351018938449594,1h,line,break,EURUSD.a
34347,2023-07-07 13:00:00,0.15143975222574696,1h-R-165739,resistance,88.98,6,0.0013351018938449594,1h,placebo,break,EURUSD.a
15338,2020-06-19 07:00:00,,1h-R-165739,resistance,88.98,6,0.0013351018938449594,1h,random,break,EURUSD.a
34347,2023-07-07 13:00:00,0.19104318028253317,1h-R-166083,resistance,83.0,3,0.0013351018938449594,1h,line,break,EURUSD.a
34347,2023-07-07 13:00:00,0.19104318028253317,1h-R-166083,resistance,83.0,3,0.0013351018938449594,1h,placebo,break,EURUSD.a
19767,2021-03-08 20:00:00,,1h-R-166083,resistance,83.0,3,0.0013351018938449594,1h,random,break,EURUSD.a
34347,2023-07-07 13:00:00,0.1628660322437586,1h-R-166084,resistance,82.4,3,0.0013351018938449594,1h,line,break,EURUSD.a
34347,2023-07-07 13:00:00,0.1628660322437586,1h-R-166084,resistance,82.4,3,0.0013351018938449594,1h,placebo,hold,EURUSD.a
14213,2020-04-15 10:00:00,,1h-R-166084,resistance,82.4,3,0.0013351018938449594,1h,random,hold,EURUSD.a
34349,2023-07-07 15:00:00,0.06208050950909478,1h-R-165659,resistance,88.92,4,0.001620623571733648,1h,line,break,EURUSD.a
34349,2023-07-07 15:00:00,0.06208050950909478,1h-R-165659,resistance,88.92,4,0.001620623571733648,1h,placebo,break,EURUSD.a
38570,2024-03-13 12:00:00,,1h-R-165659,resistance,88.92,4,0.001620623571733648,1h,random,break,EURUSD.a
34349,2023-07-07 15:00:00,0.030070150290472514,1h-R-165665,resistance,85.82,4,0.001620623571733648,1h,line,break,EURUSD.a
34349,2023-07-07 15:00:00,0.030070150290472514,1h-R-165665,resistance,85.82,4,0.001620623571733648,1h,placebo,hold,EURUSD.a
8941,2019-06-10 18:00:00,,1h-R-165665,resistance,85.82,4,0.001620623571733648,1h,random,break,EURUSD.a
34439,2023-07-13 09:00:00,0.12692840205507944,1h-R-166411,resistance,94.08,4,0.0012023658740984097,1h,line,break,EURUSD.a
34439,2023-07-13 09:00:00,0.12692840205507944,1h-R-166411,resistance,94.08,4,0.0012023658740984097,1h,placebo,hold,EURUSD.a
28060,2022-07-05 09:00:00,,1h-R-166411,resistance,94.08,4,0.0012023658740984097,1h,random,hold,EURUSD.a
34439,2023-07-13 09:00:00,0.13681635083115587,1h-R-166412,resistance,93.88,4,0.0012023658740984097,1h,line,break,EURUSD.a
34439,2023-07-13 09:00:00,0.13681635083115587,1h-R-166412,resistance,93.88,4,0.0012023658740984097,1h,placebo,hold,EURUSD.a
43529,2024-12-30 06:00:00,,1h-R-166412,resistance,93.88,4,0.0012023658740984097,1h,random,hold,EURUSD.a
34439,2023-07-13 09:00:00,0.21426011264006506,1h-R-166414,resistance,92.73,4,0.0012023658740984097,1h,line,break,EURUSD.a
34439,2023-07-13 09:00:00,0.21426011264006506,1h-R-166414,resistance,92.73,4,0.0012023658740984097,1h,placebo,break,EURUSD.a
18963,2021-01-20 08:00:00,,1h-R-166414,resistance,92.73,4,0.0012023658740984097,1h,random,hold,EURUSD.a
34513,2023-07-18 11:00:00,0.08374950636402237,1h-S-166629,support,80.44,3,0.0013537796615257758,1h,line,hold,EURUSD.a
34513,2023-07-18 11:00:00,0.08374950636402237,1h-S-166629,support,80.44,3,0.0013537796615257758,1h,placebo,break,EURUSD.a
12668,2020-01-16 01:00:00,,1h-S-166629,support,80.44,3,0.0013537796615257758,1h,random,hold,EURUSD.a
34515,2023-07-18 13:00:00,0.21653474151766497,1h-R-166707,resistance,96.0,4,0.001345197769376819,1h,line,hold,EURUSD.a
34515,2023-07-18 13:00:00,0.21653474151766497,1h-R-166707,resistance,96.0,4,0.001345197769376819,1h,placebo,hold,EURUSD.a
1661,2018-04-09 08:00:00,,1h-R-166707,resistance,96.0,4,0.001345197769376819,1h,random,hold,EURUSD.a
34558,2023-07-20 08:00:00,0.0811483589871618,1h-S-167026,support,66.15,3,0.001109079729069593,1h,line,break,EURUSD.a
34558,2023-07-20 08:00:00,0.0811483589871618,1h-S-167026,support,66.15,3,0.001109079729069593,1h,placebo,break,EURUSD.a
49035,2025-11-17 19:00:00,,1h-S-167026,support,66.15,3,0.001109079729069593,1h,random,break,EURUSD.a
34633,2023-07-25 11:00:00,0.09711961771019971,1h-S-167281,support,81.92,3,0.0012452730120110487,1h,line,break,EURUSD.a
34633,2023-07-25 11:00:00,0.09711961771019971,1h-S-167281,support,81.92,3,0.0012452730120110487,1h,placebo,break,EURUSD.a
53247,2026-07-23 11:00:00,,1h-S-167281,support,81.92,3,0.0012452730120110487,1h,random,break,EURUSD.a
34633,2023-07-25 11:00:00,0.20539835406355728,1h-S-167282,support,80.87,3,0.0012452730120110487,1h,line,break,EURUSD.a
34633,2023-07-25 11:00:00,0.20539835406355728,1h-S-167282,support,80.87,3,0.0012452730120110487,1h,placebo,break,EURUSD.a
28380,2022-07-22 17:00:00,,1h-S-167282,support,80.87,3,0.0012452730120110487,1h,random,break,EURUSD.a
34685,2023-07-27 15:00:00,0.049992934262057004,1h-S-167500,support,82.8,3,0.0020103731161618408,1h,line,break,EURUSD.a
34685,2023-07-27 15:00:00,0.049992934262057004,1h-S-167500,support,82.8,3,0.0020103731161618408,1h,placebo,break,EURUSD.a
49842,2026-01-06 14:00:00,,1h-S-167500,support,82.8,3,0.0020103731161618408,1h,random,break,EURUSD.a
34685,2023-07-27 15:00:00,0.35964842402793634,1h-S-167501,support,82.3,3,0.0020103731161618408,1h,line,break,EURUSD.a
34685,2023-07-27 15:00:00,0.35964842402793634,1h-S-167501,support,82.3,3,0.0020103731161618408,1h,placebo,break,EURUSD.a
18056,2020-11-25 13:00:00,,1h-S-167501,support,82.3,3,0.0020103731161618408,1h,random,hold,EURUSD.a
34685,2023-07-27 15:00:00,0.3757782768688068,1h-S-167502,support,81.9,3,0.0020103731161618408,1h,line,break,EURUSD.a
34685,2023-07-27 15:00:00,0.3757782768688068,1h-S-167502,support,81.9,3,0.0020103731161618408,1h,placebo,break,EURUSD.a
3102,2018-07-02 10:00:00,,1h-S-167502,support,81.9,3,0.0020103731161618408,1h,random,break,EURUSD.a
34704,2023-07-28 10:00:00,0.3107930177823489,1h-S-167716,support,72.57,3,0.0020316691022666767,1h,line,hold,EURUSD.a
34704,2023-07-28 10:00:00,0.3107930177823489,1h-S-167716,support,72.57,3,0.0020316691022666767,1h,placebo,hold,EURUSD.a
44060,2025-01-30 11:00:00,,1h-S-167716,support,72.57,3,0.0020316691022666767,1h,random,break,EURUSD.a
34739,2023-07-31 21:00:00,0.09535293603388306,1h-S-167799,support,93.91,5,0.0015317587311173796,1h,line,break,EURUSD.a
34739,2023-07-31 21:00:00,0.09535293603388306,1h-S-167799,support,93.91,5,0.0015317587311173796,1h,placebo,hold,EURUSD.a
9963,2019-08-08 08:00:00,,1h-S-167799,support,93.91,5,0.0015317587311173796,1h,random,break,EURUSD.a
34739,2023-07-31 21:00:00,0.11508279090329052,1h-S-167800,support,93.36,5,0.0015317587311173796,1h,line,break,EURUSD.a
34739,2023-07-31 21:00:00,0.11508279090329052,1h-S-167800,support,93.36,5,0.0015317587311173796,1h,placebo,hold,EURUSD.a
22990,2021-09-13 03:00:00,,1h-S-167800,support,93.36,5,0.0015317587311173796,1h,random,break,EURUSD.a
34739,2023-07-31 21:00:00,0.07997343022204594,1h-S-167805,support,91.51,5,0.0015317587311173796,1h,line,break,EURUSD.a
34739,2023-07-31 21:00:00,0.07997343022204594,1h-S-167805,support,91.51,5,0.0015317587311173796,1h,placebo,hold,EURUSD.a
38295,2024-02-27 01:00:00,,1h-S-167805,support,91.51,5,0.0015317587311173796,1h,random,break,EURUSD.a
34739,2023-07-31 21:00:00,0.13511821394091156,1h-S-167806,support,91.01,4,0.0015317587311173796,1h,line,break,EURUSD.a
34739,2023-07-31 21:00:00,0.13511821394091156,1h-S-167806,support,91.01,4,0.0015317587311173796,1h,placebo,break,EURUSD.a
33631,2023-05-26 17:00:00,,1h-S-167806,support,91.01,4,0.0015317587311173796,1h,random,hold,EURUSD.a
34739,2023-07-31 21:00:00,0.3157392569804,1h-S-167817,support,70.51,3,0.0015317587311173796,1h,line,break,EURUSD.a
34739,2023-07-31 21:00:00,0.3157392569804,1h-S-167817,support,70.51,3,0.0015317587311173796,1h,placebo,break,EURUSD.a
44893,2025-03-20 04:00:00,,1h-S-167817,support,70.51,3,0.0015317587311173796,1h,random,break,EURUSD.a
34764,2023-08-01 22:00:00,0.3832654622090465,1h-R-167896,resistance,79.62,3,0.0014470388143077012,1h,line,break,EURUSD.a
34764,2023-08-01 22:00:00,0.3832654622090465,1h-R-167896,resistance,79.62,3,0.0014470388143077012,1h,placebo,hold,EURUSD.a
52151,2026-05-20 19:00:00,,1h-R-167896,resistance,79.62,3,0.0014470388143077012,1h,random,hold,EURUSD.a
34764,2023-08-01 22:00:00,0.39497654527397763,1h-R-167902,resistance,76.67,3,0.0014470388143077012,1h,line,break,EURUSD.a
34764,2023-08-01 22:00:00,0.39497654527397763,1h-R-167902,resistance,76.67,3,0.0014470388143077012,1h,placebo,hold,EURUSD.a
16164,2020-08-06 17:00:00,,1h-R-167902,resistance,76.67,3,0.0014470388143077012,1h,random,break,EURUSD.a
34765,2023-08-01 23:00:00,0.3166606057434215,1h-R-167906,resistance,73.9,3,0.0013765360418571443,1h,line,break,EURUSD.a
34765,2023-08-01 23:00:00,0.3166606057434215,1h-R-167906,resistance,73.9,3,0.0013765360418571443,1h,placebo,break,EURUSD.a
12892,2020-01-29 09:00:00,,1h-R-167906,resistance,73.9,3,0.0013765360418571443,1h,random,hold,EURUSD.a
34798,2023-08-03 08:00:00,0.27735521029467586,1h-R-168095,resistance,54.71,3,0.0012258648382303553,1h,line,hold,EURUSD.a
34798,2023-08-03 08:00:00,0.27735521029467586,1h-R-168095,resistance,54.71,3,0.0012258648382303553,1h,placebo,break,EURUSD.a
47699,2025-09-01 03:00:00,,1h-R-168095,resistance,54.71,3,0.0012258648382303553,1h,random,break,EURUSD.a
34903,2023-08-09 17:00:00,0.2909951277408542,1h-R-168473,resistance,86.57,6,0.00122194665974395,1h,line,break,EURUSD.a
34903,2023-08-09 17:00:00,0.2909951277408542,1h-R-168473,resistance,86.57,6,0.00122194665974395,1h,placebo,hold,EURUSD.a
21643,2021-06-25 00:00:00,,1h-R-168473,resistance,86.57,6,0.00122194665974395,1h,random,break,EURUSD.a
34918,2023-08-10 08:00:00,0.20513877166440844,1h-R-168472,resistance,85.08,5,0.0009072350848110413,1h,line,break,EURUSD.a
34918,2023-08-10 08:00:00,0.20513877166440844,1h-R-168472,resistance,85.08,5,0.0009072350848110413,1h,placebo,break,EURUSD.a
35026,2023-08-16 20:00:00,,1h-R-168472,resistance,85.08,5,0.0009072350848110413,1h,random,hold,EURUSD.a
34919,2023-08-10 09:00:00,0.32776395375963735,1h-R-168466,resistance,72.35,3,0.0009560040073245528,1h,line,break,EURUSD.a
34919,2023-08-10 09:00:00,0.32776395375963735,1h-R-168466,resistance,72.35,3,0.0009560040073245528,1h,placebo,break,EURUSD.a
1475,2018-03-28 14:00:00,,1h-R-168466,resistance,72.35,3,0.0009560040073245528,1h,random,hold,EURUSD.a
34919,2023-08-10 09:00:00,0.19635022166006627,1h-R-168467,resistance,72.15,3,0.0009560040073245528,1h,line,break,EURUSD.a
34919,2023-08-10 09:00:00,0.19635022166006627,1h-R-168467,resistance,72.15,3,0.0009560040073245528,1h,placebo,break,EURUSD.a
32111,2023-02-28 09:00:00,,1h-R-168467,resistance,72.15,3,0.0009560040073245528,1h,random,break,EURUSD.a
34919,2023-08-10 09:00:00,0.05614722902172494,1h-R-168470,resistance,70.75,3,0.0009560040073245528,1h,line,break,EURUSD.a
34919,2023-08-10 09:00:00,0.05614722902172494,1h-R-168470,resistance,70.75,3,0.0009560040073245528,1h,placebo,break,EURUSD.a
17412,2020-10-19 17:00:00,,1h-R-168470,resistance,70.75,3,0.0009560040073245528,1h,random,hold,EURUSD.a
34920,2023-08-10 10:00:00,0.05419385671741755,1h-R-168481,resistance,84.44,4,0.001069146578229941,1h,line,break,EURUSD.a
34920,2023-08-10 10:00:00,0.05419385671741755,1h-R-168481,resistance,84.44,4,0.001069146578229941,1h,placebo,break,EURUSD.a
17703,2020-11-04 20:00:00,,1h-R-168481,resistance,84.44,4,0.001069146578229941,1h,random,break,EURUSD.a
34946,2023-08-11 12:00:00,0.12121590394390482,1h-S-168842,support,97.84,4,0.00128978275790514,1h,line,hold,EURUSD.a
34946,2023-08-11 12:00:00,0.12121590394390482,1h-S-168842,support,97.84,4,0.00128978275790514,1h,placebo,break,EURUSD.a
29493,2022-09-27 02:00:00,,1h-S-168842,support,97.84,4,0.00128978275790514,1h,random,hold,EURUSD.a
34946,2023-08-11 12:00:00,0.05515481123840478,1h-S-168843,support,97.59,4,0.00128978275790514,1h,line,hold,EURUSD.a
34946,2023-08-11 12:00:00,0.05515481123840478,1h-S-168843,support,97.59,4,0.00128978275790514,1h,placebo,break,EURUSD.a
40940,2024-07-30 07:00:00,,1h-S-168843,support,97.59,4,0.00128978275790514,1h,random,hold,EURUSD.a
34946,2023-08-11 12:00:00,0.03255399204439824,1h-S-168844,support,82.69,3,0.00128978275790514,1h,line,hold,EURUSD.a
34946,2023-08-11 12:00:00,0.03255399204439824,1h-S-168844,support,82.69,3,0.00128978275790514,1h,placebo,break,EURUSD.a
44963,2025-03-25 02:00:00,,1h-S-168844,support,82.69,3,0.00128978275790514,1h,random,break,EURUSD.a
34946,2023-08-11 12:00:00,0.07498073622614886,1h-S-168856,support,75.34,3,0.00128978275790514,1h,line,hold,EURUSD.a
34946,2023-08-11 12:00:00,0.07498073622614886,1h-S-168856,support,75.34,3,0.00128978275790514,1h,placebo,break,EURUSD.a
9353,2019-07-03 22:00:00,,1h-S-168856,support,75.34,3,0.00128978275790514,1h,random,hold,EURUSD.a
34999,2023-08-15 17:00:00,0.36963378987542134,1h-R-168990,resistance,93.68,4,0.0016463385911946423,1h,line,hold,EURUSD.a
34999,2023-08-15 17:00:00,0.36963378987542134,1h-R-168990,resistance,93.68,4,0.0016463385911946423,1h,placebo,hold,EURUSD.a
43900,2025-01-21 19:00:00,,1h-R-168990,resistance,93.68,4,0.0016463385911946423,1h,random,break,EURUSD.a
35003,2023-08-15 21:00:00,0.33698336472728124,1h-S-169112,support,84.42,3,0.0015757313750288887,1h,line,hold,EURUSD.a
35003,2023-08-15 21:00:00,0.33698336472728124,1h-S-169112,support,84.42,3,0.0015757313750288887,1h,placebo,break,EURUSD.a
51106,2026-03-20 06:00:00,,1h-S-169112,support,84.42,3,0.0015757313750288887,1h,random,break,EURUSD.a
35003,2023-08-15 21:00:00,0.27942902687828647,1h-S-169118,support,80.47,3,0.0015757313750288887,1h,line,hold,EURUSD.a
35003,2023-08-15 21:00:00,0.27942902687828647,1h-S-169118,support,80.47,3,0.0015757313750288887,1h,placebo,break,EURUSD.a
50664,2026-02-23 20:00:00,,1h-S-169118,support,80.47,3,0.0015757313750288887,1h,random,break,EURUSD.a
35003,2023-08-15 21:00:00,0.35749135528724113,1h-S-169119,support,80.22,3,0.0015757313750288887,1h,line,hold,EURUSD.a
35003,2023-08-15 21:00:00,0.35749135528724113,1h-S-169119,support,80.22,3,0.0015757313750288887,1h,placebo,hold,EURUSD.a
26310,2022-03-24 11:00:00,,1h-S-169119,support,80.22,3,0.0015757313750288887,1h,random,hold,EURUSD.a
35003,2023-08-15 21:00:00,0.25696622768905364,1h-S-169120,support,79.57,3,0.0015757313750288887,1h,line,hold,EURUSD.a
35003,2023-08-15 21:00:00,0.25696622768905364,1h-S-169120,support,79.57,3,0.0015757313750288887,1h,placebo,hold,EURUSD.a
16491,2020-08-26 08:00:00,,1h-S-169120,support,79.57,3,0.0015757313750288887,1h,random,break,EURUSD.a
35003,2023-08-15 21:00:00,0.2731458030129053,1h-S-169121,support,79.32,3,0.0015757313750288887,1h,line,hold,EURUSD.a
35003,2023-08-15 21:00:00,0.2731458030129053,1h-S-169121,support,79.32,3,0.0015757313750288887,1h,placebo,break,EURUSD.a
52529,2026-06-11 13:00:00,,1h-S-169121,support,79.32,3,0.0015757313750288887,1h,random,break,EURUSD.a
35003,2023-08-15 21:00:00,0.38996093747220806,1h-S-169122,support,79.02,3,0.0015757313750288887,1h,line,hold,EURUSD.a
35003,2023-08-15 21:00:00,0.38996093747220806,1h-S-169122,support,79.02,3,0.0015757313750288887,1h,placebo,hold,EURUSD.a
18234,2020-12-04 23:00:00,,1h-S-169122,support,79.02,3,0.0015757313750288887,1h,random,break,EURUSD.a
35020,2023-08-16 14:00:00,0.09721260535001937,1h-S-169279,support,82.4,4,0.001117824856923384,1h,line,break,EURUSD.a
35020,2023-08-16 14:00:00,0.09721260535001937,1h-S-169279,support,82.4,4,0.001117824856923384,1h,placebo,hold,EURUSD.a
23730,2021-10-25 23:00:00,,1h-S-169279,support,82.4,4,0.001117824856923384,1h,random,break,EURUSD.a
35021,2023-08-16 15:00:00,0.2601927401498433,1h-S-169162,support,95.65,4,0.001150837367143136,1h,line,break,EURUSD.a
35021,2023-08-16 15:00:00,0.2601927401498433,1h-S-169162,support,95.65,4,0.001150837367143136,1h,placebo,hold,EURUSD.a
9407,2019-07-08 04:00:00,,1h-S-169162,support,95.65,4,0.001150837367143136,1h,random,break,EURUSD.a
35021,2023-08-16 15:00:00,0.2984120420647246,1h-S-169118,support,94.4,5,0.001150837367143136,1h,line,break,EURUSD.a
35021,2023-08-16 15:00:00,0.2984120420647246,1h-S-169118,support,94.4,5,0.001150837367143136,1h,placebo,break,EURUSD.a
12977,2020-02-03 22:00:00,,1h-S-169118,support,94.4,5,0.001150837367143136,1h,random,break,EURUSD.a
35021,2023-08-16 15:00:00,0.24129346040901298,1h-S-169120,support,93.5,5,0.001150837367143136,1h,line,break,EURUSD.a
35021,2023-08-16 15:00:00,0.24129346040901298,1h-S-169120,support,93.5,5,0.001150837367143136,1h,placebo,break,EURUSD.a
16093,2020-08-03 18:00:00,,1h-S-169120,support,93.5,5,0.001150837367143136,1h,random,hold,EURUSD.a
35021,2023-08-16 15:00:00,0.2824350112240059,1h-S-169121,support,93.25,5,0.001150837367143136,1h,line,break,EURUSD.a
35021,2023-08-16 15:00:00,0.2824350112240059,1h-S-169121,support,93.25,5,0.001150837367143136,1h,placebo,hold,EURUSD.a
4209,2018-09-04 13:00:00,,1h-S-169121,support,93.25,5,0.001150837367143136,1h,random,break,EURUSD.a
35025,2023-08-16 19:00:00,0.07429492762578871,1h-S-169113,support,93.04,4,0.0014181467628845926,1h,line,break,EURUSD.a
35025,2023-08-16 19:00:00,0.07429492762578871,1h-S-169113,support,93.04,4,0.0014181467628845926,1h,placebo,hold,EURUSD.a
39028,2024-04-09 15:00:00,,1h-S-169113,support,93.04,4,0.0014181467628845926,1h,random,break,EURUSD.a
35069,2023-08-18 15:00:00,0.09214279211727319,1h-S-169409,support,81.75,3,0.001270593398590985,1h,line,hold,EURUSD.a
35069,2023-08-18 15:00:00,0.09214279211727319,1h-S-169409,support,81.75,3,0.001270593398590985,1h,placebo,hold,EURUSD.a
39295,2024-04-24 18:00:00,,1h-S-169409,support,81.75,3,0.001270593398590985,1h,random,hold,EURUSD.a
35114,2023-08-22 12:00:00,0.31422733585985113,1h-S-169826,support,68.12,3,0.0011138432595054503,1h,line,break,EURUSD.a
35114,2023-08-22 12:00:00,0.31422733585985113,1h-S-169826,support,68.12,3,0.0011138432595054503,1h,placebo,break,EURUSD.a
21217,2021-06-01 06:00:00,,1h-S-169826,support,68.12,3,0.0011138432595054503,1h,random,hold,EURUSD.a
35219,2023-08-28 21:00:00,0.2731097610987861,1h-R-170185,resistance,73.03,3,0.0010632416733149838,1h,line,break,EURUSD.a
35219,2023-08-28 21:00:00,0.2731097610987861,1h-R-170185,resistance,73.03,3,0.0010632416733149838,1h,placebo,hold,EURUSD.a
39303,2024-04-25 02:00:00,,1h-R-170185,resistance,73.03,3,0.0010632416733149838,1h,random,break,EURUSD.a
35220,2023-08-28 22:00:00,0.15563763870919772,1h-R-170193,resistance,85.11,4,0.0010637244109353353,1h,line,break,EURUSD.a
35220,2023-08-28 22:00:00,0.15563763870919772,1h-R-170193,resistance,85.11,4,0.0010637244109353353,1h,placebo,break,EURUSD.a
23658,2021-10-20 23:00:00,,1h-R-170193,resistance,85.11,4,0.0010637244109353353,1h,random,break,EURUSD.a
35231,2023-08-29 09:00:00,0.08979342383249536,1h-S-170250,support,82.62,4,0.0009744588886959529,1h,line,hold,EURUSD.a
35231,2023-08-29 09:00:00,0.08979342383249536,1h-S-170250,support,82.62,4,0.0009744588886959529,1h,placebo,break,EURUSD.a
6693,2019-01-30 02:00:00,,1h-S-170250,support,82.62,4,0.0009744588886959529,1h,random,break,EURUSD.a
35237,2023-08-29 15:00:00,0.0165000896804942,1h-S-170232,support,77.77,3,0.001139912850418354,1h,line,hold,EURUSD.a
35237,2023-08-29 15:00:00,0.0165000896804942,1h-S-170232,support,77.77,3,0.001139912850418354,1h,placebo,hold,EURUSD.a
33086,2023-04-26 00:00:00,,1h-S-170232,support,77.77,3,0.001139912850418354,1h,random,hold,EURUSD.a
35237,2023-08-29 15:00:00,0.0581710813025707,1h-S-170233,support,77.37,3,0.001139912850418354,1h,line,hold,EURUSD.a
35237,2023-08-29 15:00:00,0.0581710813025707,1h-S-170233,support,77.37,3,0.001139912850418354,1h,placebo,hold,EURUSD.a
4000,2018-08-22 20:00:00,,1h-S-170233,support,77.37,3,0.001139912850418354,1h,random,break,EURUSD.a
35237,2023-08-29 15:00:00,0.04143164488599284,1h-S-170234,support,77.17,3,0.001139912850418354,1h,line,hold,EURUSD.a
35237,2023-08-29 15:00:00,0.04143164488599284,1h-S-170234,support,77.17,3,0.001139912850418354,1h,placebo,hold,EURUSD.a
39742,2024-05-21 09:00:00,,1h-S-170234,support,77.17,3,0.001139912850418354,1h,random,hold,EURUSD.a
35237,2023-08-29 15:00:00,0.022315093954804948,1h-S-170235,support,76.97,3,0.001139912850418354,1h,line,hold,EURUSD.a
35237,2023-08-29 15:00:00,0.022315093954804948,1h-S-170235,support,76.97,3,0.001139912850418354,1h,placebo,hold,EURUSD.a
52865,2026-07-01 13:00:00,,1h-S-170235,support,76.97,3,0.001139912850418354,1h,random,break,EURUSD.a
35237,2023-08-29 15:00:00,0.07066433286793145,1h-S-170236,support,76.52,3,0.001139912850418354,1h,line,hold,EURUSD.a
35237,2023-08-29 15:00:00,0.07066433286793145,1h-S-170236,support,76.52,3,0.001139912850418354,1h,placebo,hold,EURUSD.a
40221,2024-06-18 08:00:00,,1h-S-170236,support,76.52,3,0.001139912850418354,1h,random,hold,EURUSD.a
35308,2023-09-01 14:00:00,0.09718972335733923,1h-S-170581,support,81.65,3,0.0011333898518145406,1h,line,hold,EURUSD.a
35308,2023-09-01 14:00:00,0.09718972335733923,1h-S-170581,support,81.65,3,0.0011333898518145406,1h,placebo,hold,EURUSD.a
28928,2022-08-24 13:00:00,,1h-S-170581,support,81.65,3,0.0011333898518145406,1h,random,hold,EURUSD.a
35336,2023-09-04 18:00:00,0.08214823789220557,1h-R-170744,resistance,85.8,4,0.0011049443432777518,1h,line,hold,EURUSD.a
35336,2023-09-04 18:00:00,0.08214823789220557,1h-R-170744,resistance,85.8,4,0.0011049443432777518,1h,placebo,break,EURUSD.a
12015,2019-12-05 20:00:00,,1h-R-170744,resistance,85.8,4,0.0011049443432777518,1h,random,hold,EURUSD.a
35336,2023-09-04 18:00:00,0.23859696213683773,1h-R-170740,resistance,74.35,3,0.0011049443432777518,1h,line,hold,EURUSD.a
35336,2023-09-04 18:00:00,0.23859696213683773,1h-R-170740,resistance,74.35,3,0.0011049443432777518,1h,placebo,hold,EURUSD.a
53047,2026-07-13 03:00:00,,1h-R-170740,resistance,74.35,3,0.0011049443432777518,1h,random,break,EURUSD.a
35336,2023-09-04 18:00:00,0.2659375158883776,1h-R-170745,resistance,71.65,3,0.0011049443432777518,1h,line,hold,EURUSD.a
35336,2023-09-04 18:00:00,0.2659375158883776,1h-R-170745,resistance,71.65,3,0.0011049443432777518,1h,placebo,break,EURUSD.a
42479,2024-10-28 10:00:00,,1h-R-170745,resistance,71.65,3,0.0011049443432777518,1h,random,break,EURUSD.a
35336,2023-09-04 18:00:00,0.17597668663344448,1h-R-170746,resistance,71.35,3,0.0011049443432777518,1h,line,hold,EURUSD.a
35336,2023-09-04 18:00:00,0.17597668663344448,1h-R-170746,resistance,71.35,3,0.0011049443432777518,1h,placebo,hold,EURUSD.a
43673,2025-01-08 08:00:00,,1h-R-170746,resistance,71.35,3,0.0011049443432777518,1h,random,hold,EURUSD.a
35391,2023-09-07 01:00:00,0.3639922028509122,1h-R-170911,resistance,69.47,3,0.0010274945371653561,1h,line,hold,EURUSD.a
35391,2023-09-07 01:00:00,0.3639922028509122,1h-R-170911,resistance,69.47,3,0.0010274945371653561,1h,placebo,break,EURUSD.a
46468,2025-06-19 20:00:00,,1h-R-170911,resistance,69.47,3,0.0010274945371653561,1h,random,break,EURUSD.a
35394,2023-09-07 04:00:00,0.05734236699259676,1h-R-170913,resistance,84.62,4,0.0009660515663820433,1h,line,hold,EURUSD.a
35394,2023-09-07 04:00:00,0.05734236699259676,1h-R-170913,resistance,84.62,4,0.0009660515663820433,1h,placebo,break,EURUSD.a
35489,2023-09-13 03:00:00,,1h-R-170913,resistance,84.62,4,0.0009660515663820433,1h,random,hold,EURUSD.a
35394,2023-09-07 04:00:00,0.05072193007612988,1h-R-170915,resistance,83.67,4,0.0009660515663820433,1h,line,hold,EURUSD.a
35394,2023-09-07 04:00:00,0.05072193007612988,1h-R-170915,resistance,83.67,4,0.0009660515663820433,1h,placebo,hold,EURUSD.a
13659,2020-03-13 08:00:00,,1h-R-170915,resistance,83.67,4,0.0009660515663820433,1h,random,hold,EURUSD.a
35517,2023-09-14 07:00:00,0.3728837924889124,1h-R-171476,resistance,73.3,3,0.001028549428776998,1h,line,hold,EURUSD.a
35517,2023-09-14 07:00:00,0.3728837924889124,1h-R-171476,resistance,73.3,3,0.001028549428776998,1h,placebo,hold,EURUSD.a
3335,2018-07-16 03:00:00,,1h-R-171476,resistance,73.3,3,0.001028549428776998,1h,random,break,EURUSD.a
35518,2023-09-14 08:00:00,0.36984408106550215,1h-R-171473,resistance,90.28,4,0.0009972244695786476,1h,line,hold,EURUSD.a
35518,2023-09-14 08:00:00,0.36984408106550215,1h-R-171473,resistance,90.28,4,0.0009972244695786476,1h,placebo,hold,EURUSD.a
