trades,gate_sample,avg_R,pf,gate_profitable,control_runs,control_avgR_p50,control_avgR_p95,percentile_vs_control,gate_beats_control,net_p05,net_p50,net_p95,prob_net_negative,dd_historical,dd_p50,dd_p95,symbol,tf,strategy,span,bars,ctrl_max_bars,secs
207,True,0.2188,1.466,True,60,0.0125,0.1555,96.7,True,-9.24,5638.4,12117.38,0.051,-1739.89,-1760.88,-3268.34,XAUUSD.a,4h,donchian,2016-01-04..2020-12-31,7557,18,6.0
