i,side,reason,confluence,agreement,taken,quality,dist_atr
34382,1,bounce_support,0.444,partial,True,98.83,0.4002091273584964
34454,-1,bounce_resistance,0.111,partial,True,86.22,0.49716427449630685
34483,-1,bounce_resistance,0.111,partial,True,100.0,0.17639600100154107
34523,-1,bounce_resistance,0.111,partial,True,98.67,0.04606323052073132
34556,1,bounce_support,-0.111,conflict,True,90.72,0.17926727271539378
34583,1,bounce_support,-0.111,conflict,True,95.81,0.43543895270204075
34604,-1,bounce_resistance,0.111,partial,True,86.63,0.2953672673608725
34625,1,bounce_support,-0.111,conflict,True,96.4,0.08251811477432576
34649,-1,bounce_resistance,0.111,partial,True,84.06,0.3101330487008412
34699,-1,bounce_resistance,0.111,partial,True,86.3,0.3357710962217108
34734,1,bounce_support,0.111,partial,True,85.54,0.40495757413180505
34753,-1,bounce_resistance,0.111,partial,True,85.65,0.14737687425799625
34777,-1,bounce_resistance,0.111,partial,True,97.22,0.42548685484013843
34847,1,bounce_support,0.333,partial,True,94.16,0.47734886713436747
34849,1,bounce_support,0.333,partial,True,98.72,0.156358177707547
34866,1,bounce_support,0.333,partial,True,96.87,0.2578317012072832
34931,1,bounce_support,1.0,full,True,84.69,0.052919125729910976
34938,1,bounce_support,1.0,full,True,83.49,0.3526261250628471
34981,1,bounce_support,1.0,full,True,91.47,0.30409341806488727
35071,-1,bounce_resistance,-1.0,conflict,True,73.58,0.46134873827503575
35129,-1,bounce_resistance,-0.556,conflict,True,99.25,0.08818820918346007
35170,-1,bounce_resistance,-0.556,conflict,True,85.78,0.27909958709836924
35199,1,bounce_support,0.556,partial,True,81.47,0.4052235031238396
35204,1,bounce_support,0.556,partial,True,97.75,0.15780320613643878
35217,-1,bounce_resistance,-0.556,conflict,True,92.38,0.3081011856244473
35291,1,bounce_support,1.0,full,True,94.19,0.28792314616099923
35301,1,bounce_support,1.0,full,True,87.07,0.246619320501929
35323,-1,bounce_resistance,-1.0,conflict,True,71.41,0.40754691163107803
35379,1,bounce_support,1.0,full,True,97.1,0.4930781478488707
35419,1,bounce_support,1.0,full,True,98.51,0.13546657107031393
35448,1,bounce_support,1.0,full,True,96.68,0.38733566773805866
