symbol,tf,side,lots,entry_time,entry_price,exit_time,exit_price,stop_price,target_price,exit_reason,bars_held,gross_ccy,spread_ccy,slippage_ccy,swap_ccy,net_ccy,net_acct,r_multiple,mae_r,mfe_r,tag
USDJPY.a,4h,1,0.16,2007-01-10 20:00:00,119.5663443335767,2007-01-25 08:00:00,120.35261229868841,118.87044707929589,,signal,63,12580.287441787506,-480.0,-236.4064419709585,0.0,12580.287441787506,134.1839817658536,1.1298621459920926,0.16718607935438717,3.195379278685906,breakout_up
USDJPY.a,4h,1,0.16,2007-01-29 12:00:00,121.8867396961543,2007-01-31 08:00:00,121.40386427987062,121.17411987916742,,signal,11,-7726.006660538816,-480.0,-196.34304413996875,0.0,-7726.006660538816,-82.41408877914924,-0.6776059334490426,0.668995844334033,0.25716419818433883,breakout_up
USDJPY.a,4h,-1,0.16,2007-01-31 20:00:00,120.89274097043578,2007-02-02 20:00:00,121.17675567722488,121.61407296789328,,signal,12,-4544.2353086255025,-480.0,-216.18167119602333,0.0,-4544.2353086255025,-48.50323562083486,-0.3937364594807522,0.6200460136812047,1.1405857127310732,breakout_dn
USDJPY.a,4h,1,0.18,2007-02-08 16:00:00,121.32610949633481,2007-02-13 16:00:00,121.19410620844742,120.68051401327622,,signal,18,-2376.0591819729484,-540.0,-212.17649589270926,0.0,-2376.0591819729484,-25.244458033610123,-0.20446748986223506,0.5515984942269092,1.121275663571361,breakout_up
USDJPY.a,4h,-1,0.18,2007-02-14 20:00:00,120.76395387354137,2007-02-19 12:00:00,119.67645769831404,121.41112158786984,,signal,17,19574.931154091926,-540.0,-232.477139305547,0.0,19574.931154091926,208.53250419124564,1.6803931209018286,0.08660216697735096,2.7874596238368023,breakout_dn
USDJPY.a,4h,1,0.16,2007-02-21 12:00:00,120.74739287115285,2007-02-26 12:00:00,120.71433923450698,120.0084599974054,,signal,17,-528.8581863339914,-480.0,-181.14449577660346,0.0,-528.8581863339914,-5.535043976821345,-0.044731582286012955,0.2535993157301274,1.1673687279231186,breakout_up
USDJPY.a,4h,-1,0.16,2007-02-27 12:00:00,119.53229498422897,2007-03-08 16:00:00,117.28020708245938,120.23977093506059,,signal,43,36033.406428313356,-480.0,-326.6266387004596,0.0,36033.406428313356,395.8463552145075,3.1832713170282414,0.053295120105076324,6.222536581002047,breakout_dn
USDJPY.a,4h,1,0.1,2007-03-09 16:00:00,118.26038940846803,2007-03-13 12:00:00,117.15365072671942,117.16806370328761,,stop,11,-11067.386817486096,-300.0,-144.1297656819372,0.0,-11067.386817486096,-120.33056312513587,-1.0131947609580558,1.6299070872583437,0.21020341317889432,breakout_up
USDJPY.a,4h,-1,0.11,2007-03-14 00:00:00,116.17974569739545,2007-03-15 00:00:00,117.27159279183624,117.22584797285263,,stop,6,-12010.318038848738,-330.0,-173.19300881965472,0.0,-12010.318038848738,-130.11222460541762,-1.0437288208398312,1.3194257722088703,0.41080657931618714,breakout_dn
USDJPY.a,4h,1,0.11,2007-03-20 04:00:00,117.83960964807366,2007-03-28 08:00:00,117.252100242793,116.79973020744339,,signal,37,-6462.603458087216,-330.0,-173.7946585540681,0.0,-6462.603458087216,-68.45441336451977,-0.5649783833831405,0.8843425613995051,0.5581323461636711,breakout_up
USDJPY.a,4h,-1,0.14,2007-03-28 16:00:00,117.02135276036744,2007-03-29 16:00:00,117.90668871822356,117.86354888350792,,stop,6,-12394.703409985796,-420.00000000000006,-183.95768601895995,0.0,-12394.703409985796,-130.17916642364008,-1.0512230269533667,1.0907759064563256,0.7615242373425875,breakout_dn
USDJPY.a,4h,1,0.14,2007-04-03 12:00:00,118.48823615208006,2007-04-13 12:00:00,118.37409105979468,117.62995285291595,,signal,48,-1598.0312919953692,-420.00000000000006,-165.45032574889055,0.0,-1598.0312919953692,-16.248076013268026,-0.1329923259564178,0.3241775208151488,1.2137762076164325,breakout_up
USDJPY.a,4h,1,0.17,2007-04-16 20:00:00,119.81671669409401,2007-04-17 16:00:00,119.07164193860773,119.08204832833813,,stop,5,-12666.270843266859,-510.0,-176.90862541693784,0.0,-12666.270843266859,-127.06694905904912,-1.0141647445506912,1.3294661096358653,0.0,breakout_up
USDJPY.a,4h,-1,0.15,2007-04-19 08:00:00,117.8522420960512,2007-04-20 00:00:00,118.66428615597371,118.62238965602518,,stop,4,-12180.660898837701,-450.0,-178.44749922795376,0.0,-12180.660898837701,-123.107366345478,-1.0544006137602397,1.1786804907613775,0.3275243721602233,breakout_dn
USDJPY.a,4h,1,0.17,2007-04-26 16:00:00,119.36651850444417,2007-05-08 16:00:00,119.58495441936624,118.67493029062679,,signal,48,3713.410553675161,-510.0,-171.54974154783832,0.0,3713.410553675161,37.4603499722812,0.31584678650950426,0.7179395115823596,1.5666569700129802,breakout_up
USDJPY.a,4h,1,0.22,2007-05-10 12:00:00,120.30520101376138,2007-05-11 00:00:00,119.73318484815051,119.74142928723602,,stop,3,-12584.355643438954,-660.0,-181.3776598811245,0.0,-12584.355643438954,-127.30188352946264,-1.014623718603829,1.091223601355442,0.38100347380396254,breakout_up
USDJPY.a,4h,1,0.23,2007-05-16 16:00:00,120.64482159343395,2007-05-25 04:00:00,121.13497781050047,120.11767455326736,,signal,39,11273.592992530128,-690.0,-231.02071697820227,0.0,11273.592992530128,113.61726129350019,0.9298282636883143,0.1609068949853903,2.3241682362076688,breakout_up
USDJPY.a,4h,1,0.26,2007-06-01 16:00:00,122.08442003869976,2007-06-04 12:00:00,121.60810890394288,121.61476506310169,,stop,5,-12384.08950367898,-780.0,-173.06013812919332,0.0,-12384.08950367898,-121.95334386413114,-1.0141724446767166,1.0740225589166101,0.09704988484832075,breakout_up
USDJPY.a,4h,-1,0.25,2007-06-05 16:00:00,121.22459192820791,2007-06-05 16:00:00,121.76205830068241,121.72394619299428,,stop,0,-13436.659311862442,-750.0,-202.80269220336677,0.0,-13436.659311862442,-132.42935297718472,-1.0763227839947278,1.05217499647644,0.22948022333791532,breakout_dn
USDJPY.a,4h,1,0.23,2007-06-13 08:00:00,122.24512869126055,2007-06-25 12:00:00,123.45536717559678,121.69844863347848,,signal,49,27835.485139733297,-690.0,-213.10992254800445,0.0,27835.485139733297,266.1213996819381,2.213796656944609,0.24718057543342042,3.4478508625073014,breakout_up
USDJPY.a,4h,-1,0.24,2007-06-26 12:00:00,123.00433520050574,2007-06-29 08:00:00,123.42643875725139,123.53928609938266,,signal,17,-10130.485361895693,-720.0,-309.0603480663394,0.0,-10130.485361895693,-96.75774284548207,-0.7890510281070925,0.9639479073254059,1.4474883622615915,breakout_dn
USDJPY.a,4h,-1,0.18,2007-07-02 20:00:00,122.15325368152187,2007-07-05 00:00:00,122.73523766310274,122.85037275918205,,signal,13,-10475.711668455517,-540.0,-188.55587169854857,0.0,-10475.711668455517,-99.65740794236528,-0.8348415647069141,0.7986387639064378,0.047701580099462425,breakout_dn
USDJPY.a,4h,1,0.22,2007-07-06 08:00:00,123.17528904603542,2007-07-10 16:00:00,122.6836356552598,122.5927181192626,,signal,14,-10816.37459706343,-660.0,-280.03116856840506,0.0,-10816.37459706343,-102.77282810427309,-0.8439373957419241,0.9188392716414435,0.8320205003185831,breakout_up
USDJPY.a,4h,-1,0.2,2007-07-10 20:00:00,122.28321882274126,2007-07-17 20:00:00,122.33607444288036,122.9064344740191,,signal,30,-1057.1124027819678,-600.0,-242.97771521470463,0.0,-1057.1124027819678,-9.90087220670523,-0.0848111244169238,0.5083010617740578,2.1232117967964386,breakout_dn
USDJPY.a,4h,-1,0.17,2007-07-20 20:00:00,121.0626028989922,2007-08-08 12:00:00,119.28982199684832,121.8073801085324,,signal,76,30137.27533644594,-510.0,-333.9478928429666,0.0,30137.27533644594,295.00184051633727,2.3802834987906327,0.7081273356006718,5.253386984555666,breakout_dn
USDJPY.a,4h,1,0.12,2007-08-08 20:00:00,119.7600199870784,2007-08-09 12:00:00,118.68443353983352,118.69938600694148,,stop,4,-12907.037366938483,-360.0,-179.42960529549117,0.0,-12907.037366938483,-126.90528823274963,-1.0140976693072103,1.3765540369448925,0.028266125244961828,breakout_up
USDJPY.a,4h,-1,0.11,2007-08-10 16:00:00,117.59824271469738,2007-08-10 16:00:00,118.72303588362091,118.67539995566698,,stop,0,-12372.724858158846,-330.0,-193.9952074932617,0.0,-12372.724858158846,-124.50824522600536,-1.0442237457467718,1.0599727151022724,0.09120554637774608,breakout_dn
USDJPY.a,4h,-1,0.11,2007-08-15 08:00:00,117.1397861845424,2007-08-20 12:00:00,115.31086149930852,118.16148781851092,,signal,19,20118.17153757275,-330.0,-458.9529847872407,0.0,20118.17153757275,217.4075542458751,1.7900770875054117,0.4308633761773554,5.431904971107643,breakout_dn
USDJPY.a,4h,1,0.07,2007-08-23 04:00:00,116.01423698594355,2007-08-28 16:00:00,115.23907512897273,114.47909382146275,,signal,21,-5426.13299879578,-210.00000000000003,-152.94819438174983,0.0,-5426.13299879578,-57.403204856794886,-0.504944343241754,0.5303980793341411,0.7072715035171686,breakout_up
USDJPY.a,4h,-1,0.1,2007-08-28 20:00:00,114.78885547690325,2007-08-29 20:00:00,115.95091949123999,115.90248710272678,,stop,6,-11620.640143367353,-300.0,-184.32388513202122,0.0,-11620.640143367353,-123.91078760531468,-1.0434904930769993,1.2851148350231323,0.8340778542602574,breakout_dn
USDJPY.a,4h,-1,0.12,2007-09-05 20:00:00,115.27043297100239,2007-09-11 20:00:00,114.19022552623653,116.24491081512674,,signal,24,12962.489337190333,-360.0,-245.41262967655481,0.0,12962.489337190333,136.2928750893444,1.1084987219350448,0.38950811584504036,2.7608970149752055,breakout_dn
USDJPY.a,4h,1,0.13,2007-09-13 12:00:00,114.51902656243594,2007-09-20 16:00:00,115.1003551013295,113.61483173766862,,signal,31,7557.271005616258,-390.0,-250.76736543294007,0.0,7557.271005616258,76.14764917467915,0.6429239838252295,0.16481687171156448,2.036036246986718,breakout_up
