year,trades,net_acct,win_rate_pct,avg_R,worst_acct
2020,689,-13128.02,34.8,-0.213,-283.58
2021,643,-6130.08,33.4,-0.224,-179.91
2022,95,-747.43,29.5,-0.295,-46.35
