i,side,reason,confluence,agreement,taken,quality,dist_atr
39522,1,bounce_support,0.111,partial,True,94.73,0.38814481083318464
39523,1,bounce_support,0.111,partial,True,95.44,0.15721643316777834
39540,-1,bounce_resistance,0.111,partial,True,70.22,0.3325680928911846
39593,1,bounce_support,-0.111,conflict,True,97.84,0.026030363523000963
39596,1,bounce_support,-0.111,conflict,True,97.49,0.25094343685204706
39633,-1,bounce_resistance,0.333,partial,True,86.19,0.17066156731888965
39738,-1,bounce_resistance,0.333,partial,True,95.85,0.4511666920487506
39770,-1,bounce_resistance,0.333,partial,True,90.94,0.253308447915878
39783,-1,bounce_resistance,0.333,partial,True,94.25,0.4983987053857865
39786,-1,bounce_resistance,0.333,partial,True,94.02,0.4208811014378253
39824,-1,bounce_resistance,1.0,full,True,79.88,0.14801989942870747
39861,-1,bounce_resistance,1.0,full,True,83.27,0.09161872397137082
39923,-1,bounce_resistance,1.0,full,True,94.68,0.12618849458831938
39947,-1,bounce_resistance,1.0,full,True,93.01,0.37518575070613314
39950,-1,bounce_resistance,1.0,full,True,92.44,0.004095245339605881
39968,-1,bounce_resistance,1.0,full,True,94.22,0.20265318692475032
39982,-1,bounce_resistance,1.0,full,True,95.25,0.09356870428837293
40009,-1,bounce_resistance,1.0,full,True,93.23,0.47797757000653573
40117,1,bounce_support,-1.0,conflict,True,79.56,0.18003871050549017
40169,1,bounce_support,-0.778,conflict,True,93.27,0.14009859664924118
40210,-1,bounce_resistance,0.778,partial,True,97.76,0.07313859536863762
40254,1,bounce_support,-0.778,conflict,True,92.94,0.29334934632694953
40314,1,bounce_support,-0.556,conflict,True,76.06,0.3655551563220431
40390,-1,bounce_resistance,0.556,partial,True,99.33,0.20922822354050521
40457,-1,bounce_resistance,0.556,partial,True,83.11,0.2662763723403702
40496,-1,bounce_resistance,1.0,full,True,84.16,0.3216171455545259
40579,-1,bounce_resistance,1.0,full,True,95.33,0.3944182650806121
40616,-1,bounce_resistance,1.0,full,True,94.28,0.04657844228095606
40639,-1,bounce_resistance,1.0,full,True,84.24,0.005412816834508998
40673,1,bounce_support,-1.0,conflict,True,85.24,0.28645700774382843
40701,-1,bounce_resistance,1.0,full,True,83.66,0.26049844157431046
40747,1,bounce_support,-1.0,conflict,True,84.33,0.4230250559389788
40758,-1,bounce_resistance,1.0,full,True,94.14,0.1921540382976129
40774,-1,bounce_resistance,1.0,full,True,94.41,0.0072696106961772184
40800,1,bounce_support,-1.0,conflict,True,85.07,0.24589211751175669
40834,1,bounce_support,-0.556,conflict,True,70.19,0.20949617600748008
40894,1,bounce_support,-0.556,conflict,True,61.28,0.3346369405375834
40970,1,bounce_support,-0.556,conflict,True,81.19,0.31608424581821154
41036,-1,bounce_resistance,0.556,partial,True,98.4,0.19437674379154213
41081,1,bounce_support,-0.222,conflict,True,79.08,0.3432151759878871
41179,-1,bounce_resistance,-0.111,conflict,True,95.47,0.27217538910495537
41205,-1,bounce_resistance,-0.111,conflict,True,96.41,0.1416207413354051
41271,1,bounce_support,0.111,partial,True,86.38,0.23467152666041774
41329,1,bounce_support,0.111,partial,True,96.59,0.40593147877611635
41352,-1,bounce_resistance,-0.111,conflict,True,87.02,0.4061423749503316
41418,1,bounce_support,0.111,partial,True,85.75,0.38517058383005004
41441,1,bounce_support,0.111,partial,True,97.39,0.2752434950320509
41459,-1,bounce_resistance,-0.111,conflict,True,85.04,0.19295286829191524
41549,1,bounce_support,0.111,partial,True,68.99,0.3468957381905177
41552,1,bounce_support,0.111,partial,True,83.8,0.3352294938255344
41560,1,bounce_support,0.111,partial,True,84.11,0.3241848326456371
41668,1,bounce_support,0.111,partial,True,90.69,0.19971025195898173
41755,1,bounce_support,0.111,partial,True,91.9,0.10595525502968524
41813,-1,bounce_resistance,-0.111,conflict,True,84.09,0.4707543532247563
41829,-1,bounce_resistance,-0.111,conflict,True,98.04,0.1375709474856843
41865,1,bounce_support,0.111,partial,True,79.52,0.10337400979261288
41891,1,bounce_support,0.111,partial,True,92.17,0.25562373050591775
41934,-1,bounce_resistance,0.333,partial,True,84.8,0.19249182169364698
42009,-1,bounce_resistance,0.333,partial,True,94.8,0.2149169702378098
42058,-1,bounce_resistance,0.333,partial,True,84.29,0.24464040132499393
42102,1,bounce_support,-0.333,conflict,True,68.14,0.021591628207773945
42109,1,bounce_support,-0.333,conflict,True,86.55,0.27452905231159613
42117,1,bounce_support,-0.333,conflict,True,98.17,0.4117063853625464
42154,-1,bounce_resistance,0.333,partial,True,88.79,0.27192145248115096
42156,-1,bounce_resistance,0.333,partial,True,94.25,0.1456885910702056
42164,-1,bounce_resistance,0.333,partial,True,96.9,0.29484361353579647
42231,-1,bounce_resistance,0.333,partial,True,99.52,0.35156005667799894
42232,-1,bounce_resistance,0.333,partial,True,99.53,0.42538236795076223
42240,-1,bounce_resistance,0.333,partial,True,93.44,0.38649575739080644
42263,-1,bounce_resistance,0.667,partial,True,92.67,0.3985878736104202
42264,-1,bounce_resistance,0.667,partial,True,93.22,0.2998349823438062
42292,-1,bounce_resistance,1.0,full,True,85.64,0.20026416057399182
42307,-1,bounce_resistance,1.0,full,True,95.45,0.4080535917977599
42326,1,bounce_support,-1.0,conflict,True,85.98,0.4920113147377074
42389,1,bounce_support,-0.778,conflict,True,100.0,0.15031104480509033
42415,1,bounce_support,-0.556,conflict,True,88.9,0.47869813692334406
42447,-1,bounce_resistance,1.0,full,True,85.96,0.3854901566965916
42509,1,bounce_support,-0.556,conflict,True,97.82,0.4348665750445223
42596,-1,bounce_resistance,1.0,full,True,65.91,0.4746011341786457
42603,-1,bounce_resistance,1.0,full,True,85.4,0.37978715493252346
42681,1,bounce_support,-1.0,conflict,True,82.36,0.37372581132649924
42711,-1,bounce_resistance,1.0,full,True,98.05,0.22362102149292737
42728,-1,bounce_resistance,1.0,full,True,97.44,0.4680693063754895
42786,-1,bounce_resistance,1.0,full,True,91.0,0.3084207641448164
42850,1,bounce_support,-1.0,conflict,True,84.08,0.3559665667376587
42858,1,bounce_support,-1.0,conflict,True,95.73,0.016725856774748644
42885,1,bounce_support,-1.0,conflict,True,96.76,0.25449280607773966
43026,-1,bounce_resistance,1.0,full,True,95.33,0.1313343676715363
43059,1,bounce_support,-1.0,conflict,True,84.13,0.37261361051834796
43065,1,bounce_support,-1.0,conflict,True,85.0,0.07324137248721131
43105,1,bounce_support,-0.556,conflict,True,85.03,0.1761962551331182
43132,1,bounce_support,-0.556,conflict,True,88.3,0.07964334960410377
43157,-1,bounce_resistance,0.556,partial,True,93.2,0.29510183391707234
43179,-1,bounce_resistance,0.778,partial,True,84.05,0.4496252934597485
43217,-1,bounce_resistance,1.0,full,True,93.85,0.38713809124979043
43278,-1,bounce_resistance,1.0,full,True,98.04,0.43597562519721983
43324,-1,bounce_resistance,1.0,full,True,91.48,0.13002328881607164
43386,-1,bounce_resistance,1.0,full,True,95.64,0.329851479921499
43484,-1,bounce_resistance,1.0,full,True,70.14,0.4819560937043061
43574,-1,bounce_resistance,1.0,full,True,85.28,0.19888968392965772
43576,-1,bounce_resistance,1.0,full,True,95.39,0.3017823581469413
43603,-1,bounce_resistance,1.0,full,True,95.32,0.08136737187855062
43628,1,bounce_support,-1.0,conflict,True,88.13,0.2932409545419075
43671,1,bounce_support,-1.0,conflict,True,94.2,0.10276156225602041
43703,1,bounce_support,-1.0,conflict,True,93.14,0.49822075833953167
43761,1,bounce_support,-0.556,conflict,True,94.99,0.3465411148185982
43814,-1,bounce_resistance,0.556,partial,True,84.45,0.28669918436127495
43815,-1,bounce_resistance,0.778,partial,True,84.45,0.012927480253907263
43816,-1,bounce_resistance,0.778,partial,True,84.35,0.25748372321424984
43822,-1,bounce_resistance,0.778,partial,True,83.92,0.48317180541033855
43848,-1,bounce_resistance,1.0,full,True,98.11,0.3599030963844902
43941,-1,bounce_resistance,1.0,full,True,71.86,0.35240017270467894
43987,1,bounce_support,-1.0,conflict,True,84.74,0.12432460003205985
44004,-1,bounce_resistance,1.0,full,True,89.8,0.18627585090751098
44013,1,bounce_support,-1.0,conflict,True,75.63,0.24514582008276628
44031,1,bounce_support,-1.0,conflict,True,84.57,0.26255641324096923
44066,-1,bounce_resistance,1.0,full,True,82.82,0.38881857601404196
44110,-1,bounce_resistance,1.0,full,True,90.99,0.28263384499541505
44168,1,bounce_support,-0.556,conflict,True,82.04,0.419156185664446
44179,1,bounce_support,-0.556,conflict,True,96.89,0.3377791881066864
44259,-1,bounce_resistance,1.0,full,True,80.64,0.25500408309381917
44326,-1,bounce_resistance,1.0,full,True,70.91,0.3407573178402709
44379,1,bounce_support,-1.0,conflict,True,83.18,0.43484454384726134
44390,1,bounce_support,-1.0,conflict,True,97.25,0.1149073381962865
44402,1,bounce_support,-1.0,conflict,True,95.25,0.432596901730999
44455,1,bounce_support,-0.556,conflict,True,97.1,0.10897341087447038
44461,1,bounce_support,-0.556,conflict,True,96.61,0.31511037993709345
44464,1,bounce_support,-0.556,conflict,True,96.6,0.4109845004139252
44476,1,bounce_support,-0.556,conflict,True,91.94,0.49511142066272207
44514,1,bounce_support,-0.556,conflict,True,92.53,0.15423106995403116
44529,-1,bounce_resistance,0.556,partial,True,70.23,0.4244175981520626
44536,-1,bounce_resistance,0.556,partial,True,79.69,0.13305767474330962
44559,-1,bounce_resistance,0.556,partial,True,83.15,0.2812419971494378
44562,-1,bounce_resistance,0.556,partial,True,81.42,0.01338874780786431
44575,1,bounce_support,-0.556,conflict,True,84.64,0.009642830567879165
44631,-1,bounce_resistance,0.222,partial,True,94.12,0.08515721832791406
44681,-1,bounce_resistance,0.667,partial,True,74.5,0.47695993187286867
44683,-1,bounce_resistance,0.444,partial,True,83.33,0.28073393816836817
44698,-1,bounce_resistance,0.667,partial,True,98.15,0.3688282780246109
44710,1,bounce_support,-0.444,conflict,True,71.56,0.4845938061205945
44778,1,bounce_support,0.111,partial,True,96.02,0.2694145418222437
44797,1,bounce_support,0.111,partial,True,97.75,0.13882664387947855
44836,-1,bounce_resistance,-0.111,conflict,True,87.03,0.26639579082404513
44885,-1,bounce_resistance,-0.111,conflict,True,88.16,0.08450061142959323
44929,1,bounce_support,0.111,partial,True,81.67,0.3710228473662211
44957,1,bounce_support,0.111,partial,True,89.97,0.10779460643629368
44960,1,bounce_support,0.111,partial,True,88.47,0.3363647719429769
44980,-1,bounce_resistance,-0.111,conflict,True,88.03,0.4470021062759418
44991,-1,bounce_resistance,-0.111,conflict,True,100.0,0.4273446575729511
44998,-1,bounce_resistance,-0.111,conflict,True,100.0,0.4542571202986219
45030,-1,bounce_resistance,0.333,partial,True,100.0,0.1719960459106536
45058,-1,bounce_resistance,0.333,partial,True,98.86,0.3777082793189984
45100,1,bounce_support,-0.111,conflict,True,99.23,0.2677720192596471
45130,1,bounce_support,-0.111,conflict,True,96.94,0.04915100934952115
45188,-1,bounce_resistance,0.333,partial,True,85.75,0.37018810914923356
45304,-1,bounce_resistance,0.333,partial,True,84.99,0.47515430546969717
45347,1,bounce_support,-0.667,conflict,True,81.93,0.23263848520616137
45359,1,bounce_support,-1.0,conflict,True,94.78,0.2950814811861491
45410,-1,bounce_resistance,1.0,full,True,86.06,0.1692683840783678
45441,1,bounce_support,-1.0,conflict,True,96.91,0.3872591332600297
45470,-1,bounce_resistance,1.0,full,True,74.85,0.18339488507739599
45487,1,bounce_support,-0.222,conflict,True,87.02,0.04258896447109328
45561,-1,bounce_resistance,-0.111,conflict,True,74.93,0.29696071761142695
45594,-1,bounce_resistance,0.333,partial,True,75.14,0.2948235137010109
45657,1,bounce_support,-1.0,conflict,True,70.26,0.2641413302617765
45694,1,bounce_support,-1.0,conflict,True,73.44,0.392711516734485
45697,1,bounce_support,-1.0,conflict,True,86.76,0.04041311772964803
45740,1,bounce_support,-0.778,conflict,True,99.16,0.3349768523133106
45783,-1,bounce_resistance,1.0,full,True,83.7,0.3454100874121379
45856,1,bounce_support,-1.0,conflict,True,98.93,0.46960706192079693
45876,-1,bounce_resistance,1.0,full,True,97.41,0.10345263525482475
45900,1,bounce_support,-0.556,conflict,True,94.24,0.39944938838586364
45918,1,bounce_support,-0.556,conflict,True,85.12,0.31256860090425687
45945,-1,bounce_resistance,1.0,full,True,83.84,0.1711431240811458
45969,-1,bounce_resistance,1.0,full,True,82.99,0.4161150900412929
46056,-1,bounce_resistance,1.0,full,True,94.57,0.30353162818037266
46092,1,bounce_support,-1.0,conflict,True,85.3,0.4348773130738545
46167,1,bounce_support,-0.556,conflict,True,85.81,0.46653954699390415
46169,1,bounce_support,-0.556,conflict,True,85.37,0.13815302877826816
46170,1,bounce_support,-0.556,conflict,True,85.13,0.035503336418805265
46171,1,bounce_support,-0.556,conflict,True,96.72,0.016894634260120726
46172,1,bounce_support,-0.556,conflict,True,83.34,0.39309949690776036
46176,1,bounce_support,-0.556,conflict,True,99.25,0.15679846855982893
46185,1,bounce_support,-0.556,conflict,True,98.64,0.26068282084006383
46259,1,bounce_support,-0.556,conflict,True,92.85,0.34958834707926567
46390,-1,bounce_resistance,1.0,full,True,88.12,0.27346351537814906
46422,-1,bounce_resistance,1.0,full,True,96.09,0.008380281381029444
46466,-1,bounce_resistance,1.0,full,True,94.5,0.442449908310604
46533,-1,bounce_resistance,1.0,full,True,91.48,0.3368776770879623
46598,1,bounce_support,-1.0,conflict,True,84.42,0.4534075915823426
46654,-1,bounce_resistance,1.0,full,True,79.25,0.22523362152992013
46683,-1,bounce_resistance,1.0,full,True,97.57,0.04472839560199729
46695,-1,bounce_resistance,1.0,full,True,94.29,0.38977046147410527
46716,-1,bounce_resistance,1.0,full,True,91.21,0.11360376092551676
46750,-1,bounce_resistance,1.0,full,True,83.78,0.34060419941489484
46794,-1,bounce_resistance,1.0,full,True,89.35,0.09103810496743098
46855,1,bounce_support,-1.0,conflict,True,93.7,0.04951550232220333
46860,1,bounce_support,-1.0,conflict,True,91.29,0.41510602480307296
46876,1,bounce_support,-1.0,conflict,True,90.79,0.3279513494398005
46897,1,bounce_support,-1.0,conflict,True,89.2,0.16924451468965776
46909,1,bounce_support,-1.0,conflict,True,87.7,0.2759220227834623
46938,1,bounce_support,-0.556,conflict,True,94.6,0.26805035685017287
46973,-1,bounce_resistance,0.556,partial,True,97.38,0.08505799217250606
46982,-1,bounce_resistance,0.556,partial,True,97.28,0.3859234281055989
47014,-1,bounce_resistance,1.0,full,True,86.86,0.07263222160824744
47034,-1,bounce_resistance,1.0,full,True,87.04,0.15570141378229962
47053,-1,bounce_resistance,1.0,full,True,97.69,0.49682938646614944
47078,-1,bounce_resistance,1.0,full,True,90.7,0.44332562867267555
47080,-1,bounce_resistance,1.0,full,True,82.73,0.08622605832980033
47084,-1,bounce_resistance,1.0,full,True,86.57,0.3263775780586082
47086,-1,bounce_resistance,1.0,full,True,97.64,0.38295548001832275
47133,-1,bounce_resistance,1.0,full,True,84.46,0.4319901195869631
47194,1,bounce_support,-1.0,conflict,True,86.1,0.2759302219398332
47221,1,bounce_support,-1.0,conflict,True,83.4,0.341075053106112
47259,-1,bounce_resistance,1.0,full,True,87.35,0.24587586864132432
47311,-1,bounce_resistance,1.0,full,True,84.99,0.24926944197859094
47353,1,bounce_support,-1.0,conflict,True,79.86,0.06634510399680808
47380,1,bounce_support,-1.0,conflict,True,75.86,0.2852763089244868
47412,-1,bounce_resistance,1.0,full,True,97.06,0.3349818668263779
47425,-1,bounce_resistance,1.0,full,True,95.95,0.2810621005437364
47485,1,bounce_support,-0.556,conflict,True,91.06,0.4656167351850896
47500,1,bounce_support,-0.556,conflict,True,82.38,0.49297068213556106
47532,1,bounce_support,-0.556,conflict,True,83.19,0.4254914059117701
47548,-1,bounce_resistance,0.556,partial,True,80.44,0.1251305695379446
47566,-1,bounce_resistance,0.556,partial,True,89.71,0.49902862449650814
47668,1,bounce_support,-0.556,conflict,True,87.06,0.2729430147202989
47717,1,bounce_support,-0.222,conflict,True,87.03,0.33097849990244166
47748,1,bounce_support,-0.222,conflict,True,100.0,0.022065544340992435
47818,-1,bounce_resistance,-0.111,conflict,True,88.79,0.17646094886485483
47823,-1,bounce_resistance,-0.111,conflict,True,99.5,0.026182454135430168
47824,-1,bounce_resistance,-0.111,conflict,True,95.59,0.318481699604073
47855,-1,bounce_resistance,-0.111,conflict,True,94.49,0.32497417035299175
47857,-1,bounce_resistance,-0.111,conflict,True,99.5,0.2771174054903552
47869,1,bounce_support,0.111,partial,True,87.54,0.2826040096289735
47910,-1,bounce_resistance,0.333,partial,True,94.22,0.12399851208193788
47929,-1,bounce_resistance,0.333,partial,True,95.99,0.18586475708114567
47945,-1,bounce_resistance,0.333,partial,True,96.75,0.4722677442054221
47952,-1,bounce_resistance,0.333,partial,True,98.72,0.48299074818411036
47964,1,bounce_support,-0.333,conflict,True,96.43,0.30633085598337073
47968,1,bounce_support,-0.333,conflict,True,97.01,0.23579857453594535
48004,1,bounce_support,-0.333,conflict,True,97.54,0.31650416824471406
48041,-1,bounce_resistance,0.667,partial,True,96.74,0.3456473270685182
48089,-1,bounce_resistance,0.667,partial,True,94.69,0.2706848526265089
48163,-1,bounce_resistance,1.0,full,True,68.54,0.2786082191269622
48199,1,bounce_support,-1.0,conflict,True,80.21,0.4469988196977852
48218,1,bounce_support,-1.0,conflict,True,74.46,0.22743791677473077
48230,1,bounce_support,-1.0,conflict,True,95.39,0.4999049137360329
48273,1,bounce_support,-0.556,conflict,True,65.7,0.11721024614302543
48370,-1,bounce_resistance,-0.111,conflict,True,75.73,0.34131730275817507
48410,-1,bounce_resistance,0.667,partial,True,87.22,0.4503338727565093
48417,-1,bounce_resistance,0.667,partial,True,88.1,0.14072903688099608
48454,-1,bounce_resistance,0.667,partial,True,98.61,0.45585251719369124
48495,1,bounce_support,-0.222,conflict,True,83.18,0.45741391043288604
48509,-1,bounce_resistance,0.444,partial,True,85.65,0.16563310861091687
48531,-1,bounce_resistance,0.667,partial,True,84.35,0.33860477412226786
48554,-1,bounce_resistance,0.667,partial,True,98.37,0.20893765187948712
48595,-1,bounce_resistance,1.0,full,True,97.44,0.18650574552381277
48608,-1,bounce_resistance,1.0,full,True,96.29,0.08673687920468005
48618,-1,bounce_resistance,1.0,full,True,95.12,0.34478367669858206
48663,-1,bounce_resistance,1.0,full,True,61.63,0.40740281136100964
48725,1,bounce_support,-1.0,conflict,True,86.79,0.44274544429701373
48735,-1,bounce_resistance,1.0,full,True,100.0,0.15272899867447776
48759,-1,bounce_resistance,1.0,full,True,100.0,0.04392277556901794
48773,1,bounce_support,-1.0,conflict,True,72.41,0.12682841067995745
48791,1,bounce_support,-0.778,conflict,True,98.29,0.3309447707431684
48879,1,bounce_support,0.111,partial,True,89.92,0.20378461686030303
48902,1,bounce_support,0.111,partial,True,98.45,0.07275344161730865
48953,-1,bounce_resistance,0.333,partial,True,68.92,0.2912460575637979
49034,1,bounce_support,-1.0,conflict,True,74.04,0.3804547651793538
49043,1,bounce_support,-1.0,conflict,True,86.4,0.35766542364355963
49109,1,bounce_support,-0.778,conflict,True,96.79,0.23076209378073625
49122,1,bounce_support,-0.556,conflict,True,99.27,0.0630856076515693
49136,-1,bounce_resistance,1.0,full,True,83.4,0.3432656990301531
49142,-1,bounce_resistance,1.0,full,True,85.44,0.3740566869646655
49168,1,bounce_support,-0.778,conflict,True,88.19,0.14080944332318673
49193,-1,bounce_resistance,1.0,full,True,97.08,0.19017768509704552
49197,-1,bounce_resistance,1.0,full,True,96.87,0.2874286274286446
49237,1,bounce_support,-0.222,conflict,True,82.68,0.49642150130186635
49353,1,bounce_support,0.111,partial,True,99.54,0.48313939024903585
49399,1,bounce_support,0.111,partial,True,95.1,0.3076502960652761
49441,-1,bounce_resistance,-0.111,conflict,True,87.09,0.4712334372797533
49453,-1,bounce_resistance,0.111,partial,True,96.95,0.33154317170778347
49523,1,bounce_support,0.111,partial,True,95.05,0.37286754632341146
49548,1,bounce_support,0.111,partial,True,98.08,0.40295837286340763
49582,-1,bounce_resistance,-0.111,conflict,True,95.95,0.4648842776793235
49595,1,bounce_support,0.111,partial,True,84.76,0.4273773188214066
49637,-1,bounce_resistance,0.333,partial,True,97.28,0.05477250934983365
49693,-1,bounce_resistance,0.333,partial,True,95.67,0.05812143739878
49710,1,bounce_support,-0.111,conflict,True,86.1,0.2809538382460159
49776,-1,bounce_resistance,-0.111,conflict,True,64.61,0.40428859481007595
49779,-1,bounce_resistance,-0.111,conflict,True,71.56,0.3737487134821228
49781,-1,bounce_resistance,-0.111,conflict,True,80.59,0.06468354119127975
49868,-1,bounce_resistance,0.333,partial,True,99.3,0.03038351266903218
49916,1,bounce_support,0.111,partial,True,92.29,0.2683726442430463
49959,-1,bounce_resistance,-0.111,conflict,True,96.86,0.21617098124805753
49969,-1,bounce_resistance,-0.111,conflict,True,89.58,0.12854559936950644
