year,trades,net_acct,win_rate_pct,avg_R,worst_acct
2021,204,-4330.43,26.5,-0.192,-126.67
2022,186,288.79,31.7,0.02,-111.31
2023,182,1446.66,32.4,0.084,-113.55
2024,189,-507.58,31.7,-0.014,-112.85
2025,183,1497.54,35.5,0.088,-181.07
2026,95,2302.3,38.9,0.226,-237.0
